miRNA,transcript,start,type,log_kd,note,p3.score
hsa-miR-500a-3p,hsa_circ_0119570|chr2:24787163-24837229+|ENST00000405141.1|NCOA1,19737,7mer-m8,-4250,TDMD?,7
hsa-miR-500a-3p,hsa_circ_0119761|chr2:32323864-32362257+|NM_014946|SPAST,863,7mer-a1,-4178,TDMD,6
hsa-miR-500a-3p,hsa_circ_0119762|chr2:32323864-32372327+|NM_014946|SPAST,863,7mer-a1,-4178,TDMD,6
hsa-miR-500a-3p,hsa_circ_0119767|chr2:32323869-32367015+|NM_014946|SPAST,858,7mer-a1,-4178,TDMD,6
hsa-miR-500a-3p,hsa_circ_0119769|chr2:32339706-32362257+|NM_014946|SPAST,767,7mer-a1,-4178,TDMD,6
hsa-miR-500a-3p,hsa_circ_0119771|chr2:32352016-32362257+|NM_014946|SPAST,351,7mer-a1,-4178,TDMD,6
hsa-miR-500a-3p,hsa_circ_0119772|chr2:32352016-32367015+|NM_014946|SPAST,351,7mer-a1,-4178,TDMD,6
hsa-miR-500a-3p,hsa_circ_0119773|chr2:32352016-32368484+|NM_014946|SPAST,351,7mer-a1,-4178,TDMD,6
hsa-miR-500a-3p,hsa_circ_0119774|chr2:32353476-32368484+|NM_014946|SPAST,276,7mer-a1,-4178,TDMD,6
hsa-miR-500a-3p,hsa_circ_0119775|chr2:32361631-32362257+|NM_014946|SPAST,204,7mer-a1,-4178,TDMD,6
hsa-miR-500a-3p,hsa_circ_0121181|chr2:9083315-9137472-|ENST00000305997.3|MBOAT2,7123,8mer,-5106,TDMD?,9
hsa-miR-500a-3p,hsa_circ_0121539|chr3:116916414-116982405-|ENST00000539563.1|LSAMP,57044,7mer-m8,-4491,TDMD?,6
hsa-miR-500a-3p,hsa_circ_0130319|chr6:110947978-110953364-|ENST00000368911.3|CDK19,104,7mer-a1,-3189,TDMD,6
hsa-miR-500a-3p,hsa_circ_0130320|chr6:110947978-110991744-|ENST00000368911.3|CDK19,414,7mer-a1,-3189,TDMD,6
hsa-miR-500a-3p,hsa_circ_0130321|chr6:110953232-110988777-|ENST00000368911.3|CDK19,303,7mer-a1,-3189,TDMD,6
hsa-miR-500a-3p,hsa_circ_0131558|chr6:24883717-24886147+|NM_014722|FAM65B,2236,8mer,-5091,TDMD,7
hsa-miR-500a-3p,hsa_circ_0131891|chr6:50812104-50814465+|ENST00000263046.4|TFAP2B,123,7mer-m8,-3961,TDMD?,7
hsa-miR-500a-3p,hsa_circ_0132951|chr7:106012101-106053667-|None|None,831,7mer-m8,-4399,TDMD?,7
hsa-miR-500a-3p,hsa_circ_0134487|chr7:63974411-63982878-|NM_178558|ZNF680,7189,7mer-m8,-4041,TDMD,6
hsa-miR-500a-3p,hsa_circ_0135852|chr8:138151089-138184248+|None|None,6459,7mer-m8,-3937,TDMD?,6
hsa-miR-500a-3p,hsa_circ_0136107|chr8:19363434-19459302+|ENST00000332246.6|CSGALNACT1,62547,7mer-a1,-4416,TDMD?,6
hsa-miR-500a-3p,hsa_circ_0138789|chr9:4490569-4561520-|NM_004170|SLC1A1,54836,7mer-m8,-4478,TDMD?,6
hsa-miR-500a-3p,hsa_circ_0139255|chr9:88910028-88956804+|ENST00000277141.6|ZCCHC6,41056,7mer-m8,-4091,TDMD,6
hsa-miR-505-3p,hsa_circ_0001105|chr2:231155174-231253348+|NM_007237|SP140,61020,7mer-a1,-3163,TDMD?,7
hsa-miR-505-3p,hsa_circ_0001106|chr2:231158985-231256944+|NM_007237|SP140,60772,7mer-a1,-3163,TDMD?,7
hsa-miR-505-3p,hsa_circ_0002010|chr10:47232155-48944635-|TCONS_l2_00004179|TCONS_l2_00004179,440865,7mer-a1,-1699,TDMD?,7
hsa-miR-505-3p,hsa_circ_0002342|chr10:47253594-48968623+|TCONS_l2_00003976|TCONS_l2_00003976,1408220,8mer,-2957,TDMD,6
hsa-miR-505-3p,hsa_circ_0002659|chr7:149606793-149981842-|TCONS_l2_00026970|TCONS_l2_00026970,11851,7mer-a1,-2248,TDMD,10
hsa-miR-505-3p,hsa_circ_0003072|chr2:111281072-113138540-|NM_001164463|RGPD8,1579322,7mer-a1,-2270,TDMD?,7
hsa-miR-505-3p,hsa_circ_0003083|chr10:47232155-48943556-|TCONS_l2_00004179|TCONS_l2_00004179,440676,7mer-a1,-1699,TDMD?,7
hsa-miR-505-3p,hsa_circ_0003163|chr1:222652709-224149975-|TCONS_l2_00001808|TCONS_l2_00001808,597834,7mer-m8,-1895,TDMD?,7
hsa-miR-505-3p,hsa_circ_0003317|chr7:72604105-74159280+|NM_032999|GTF2I,22329,8mer,-2985,TDMD?,6
hsa-miR-505-3p,hsa_circ_0003422|chr17:28937959-29348067+|NM_024857|ATAD5,33210,7mer-a1,-2646,TDMD?,6
hsa-miR-505-3p,hsa_circ_0003603|chr7:72607064-74157788+|NM_003388|CLIP2,19370,8mer,-2985,TDMD?,6
hsa-miR-505-3p,hsa_circ_0004360|chr2:111304130-113163961-|NM_001037866|RGPD6,1615152,7mer-a1,-2270,TDMD?,7
hsa-miR-505-3p,hsa_circ_0004659|chr17:29103314-30315516+|NM_015355|SUZ12,767190,7mer-a1,-1896,TDMD,7
hsa-miR-505-3p,hsa_circ_0004848|chr2:111303207-113157209-|NM_022662|ANAPC1,1499608,7mer-a1,-2270,TDMD?,7
hsa-miR-505-3p,hsa_circ_0005234|chr12:27274878-27788048+|NM_177444|PPFIBP1,86468,8mer,-3103,TDMD,7
hsa-miR-505-3p,hsa_circ_0005283|chr7:72605593-74157788+|NM_003388|CLIP2,20841,8mer,-2985,TDMD?,6
hsa-miR-505-3p,hsa_circ_0005409|chr16:14947323-16346379+|NM_014287|NOMO1,1069268,7mer-a1,-2043,TDMD?,6
hsa-miR-505-3p,hsa_circ_0005833|chr9:37126308-37247127+|NM_032226|ZCCHC7,42986,7mer-m8,-2471,TDMD,6
hsa-miR-505-3p,hsa_circ_0006372|chr7:72469198-74301260-|NR_040582|STAG3L3,1192304,7mer-a1,-2051,TDMD,6
hsa-miR-505-3p,hsa_circ_0006821|chr7:72604105-74160750+|NM_032999|GTF2I,22329,8mer,-2985,TDMD?,6
hsa-miR-505-3p,hsa_circ_0007133|chr2:111309387-113158694-|NM_022662|ANAPC1,1501093,7mer-a1,-2270,TDMD?,7
hsa-miR-505-3p,hsa_circ_0007194|chr17:28934569-29351448+|NR_015341|LRRC37BP1,11010,7mer-a1,-2646,TDMD?,6
hsa-miR-505-3p,hsa_circ_0007373|chr2:111302645-113157771-|NM_001037866|RGPD6,1608962,7mer-a1,-2270,TDMD?,7
hsa-miR-505-3p,hsa_circ_0007389|chr10:47259682-48962529+|TCONS_l2_00003048|TCONS_l2_00003048,1400834,8mer,-2957,TDMD,6
hsa-miR-505-3p,hsa_circ_0007965|chr16:14988854-16388625+|NM_014287|NOMO1,1066559,7mer-a1,-2043,TDMD?,6
hsa-miR-505-3p,hsa_circ_0008167|chr7:72618643-74171152+|NM_003388|CLIP2,7791,8mer,-2985,TDMD?,6
hsa-miR-505-3p,hsa_circ_0008570|chr2:111283980-113135630-|NM_022662|ANAPC1,1478029,7mer-a1,-2270,TDMD?,7
hsa-miR-505-3p,hsa_circ_0008576|chr7:72694142-74239462-|NM_032408|BAZ1B,1130506,7mer-a1,-2051,TDMD,6
hsa-miR-505-3p,hsa_circ_0008903|chr5:6737622-6746540+|NM_006999|PAPD7,334,7mer-a1,-3095,TDMD?,6
hsa-miR-505-3p,hsa_circ_0008931|chr10:47235608-48941194-|TCONS_00018502|TCONS_00018502,433690,7mer-a1,-1699,TDMD?,7
hsa-miR-505-3p,hsa_circ_0009129|chr7:72617462-74172333+|NM_032999|GTF2I,8972,8mer,-2985,TDMD?,6
hsa-miR-505-3p,hsa_circ_0015946|chr1:201832575-201853422+|NM_018085|IPO9,4428,8mer,-3078,TDMD,8
hsa-miR-505-3p,hsa_circ_0015995|chr1:202531905-202557697+|NM_032104|PPP1R12B,3200,7mer-m8,-2036,TDMD?,7
hsa-miR-505-3p,hsa_circ_0016715|chr1:226819390-226825451-|NM_002221|ITPKB,814,7mer-m8,-2311,TDMD?,6
hsa-miR-505-3p,hsa_circ_0016716|chr1:226819390-226926876-|NM_002221|ITPKB,3707,7mer-m8,-2311,TDMD?,6
hsa-miR-505-3p,hsa_circ_0017168|chr1:237538016-237823374+|NM_001035|RYR2,4530,8mer,-3189,TDMD,6
hsa-miR-505-3p,hsa_circ_0017169|chr1:237550580-237863767+|NM_001035|RYR2,4338,8mer,-3189,TDMD,6
hsa-miR-505-3p,hsa_circ_0017170|chr1:237550580-237972335+|NM_001035|RYR2,4338,8mer,-3189,TDMD,6
hsa-miR-505-3p,hsa_circ_0017171|chr1:237580348-237863767+|NM_001035|RYR2,4141,8mer,-3189,TDMD,6
hsa-miR-505-3p,hsa_circ_0017172|chr1:237580348-237994865+|NM_001035|RYR2,4141,8mer,-3189,TDMD,6
hsa-miR-505-3p,hsa_circ_0017173|chr1:237713843-237819284+|NM_001035|RYR2,1848,8mer,-3189,TDMD,6
hsa-miR-505-3p,hsa_circ_0017174|chr1:237765324-237994865+|NM_001035|RYR2,318,8mer,-3189,TDMD,6
hsa-miR-505-3p,hsa_circ_0020123|chr10:119042605-119049859-|NM_173791|PDZD8,353,7mer-a1,-1306,TDMD?,6
hsa-miR-505-3p,hsa_circ_0025766|chr12:29812812-29908818-|NM_175861|TMTC1,13692,7mer-m8,-2420,TDMD,6
hsa-miR-505-3p,hsa_circ_0027988|chr12:105567074-105611503-|NM_001251904|APPL2,2030,7mer-a1,-2093,TDMD?,7
hsa-miR-505-3p,hsa_circ_0028330|chr12:112491361-112516545-|NM_024953|NAA25,191,7mer-a1,-2497,TDMD,7
hsa-miR-505-3p,hsa_circ_0028331|chr12:112492191-112516070-|NM_024953|NAA25,83,7mer-a1,-2497,TDMD,7
hsa-miR-505-3p,hsa_circ_0028332|chr12:112498073-112516545-|NM_024953|NAA25,191,7mer-a1,-2497,TDMD,7
hsa-miR-505-3p,hsa_circ_0028333|chr12:112506683-112516545-|NM_024953|NAA25,191,7mer-a1,-2497,TDMD,7
hsa-miR-505-3p,hsa_circ_0028334|chr12:112509698-112516545-|NM_024953|NAA25,191,7mer-a1,-2497,TDMD,7
hsa-miR-505-3p,hsa_circ_0028335|chr12:112509698-112530940-|NM_024953|NAA25,610,7mer-a1,-2497,TDMD,7
hsa-miR-505-3p,hsa_circ_0028337|chr12:112512478-112516545-|NM_024953|NAA25,191,7mer-a1,-2497,TDMD,7
hsa-miR-505-3p,hsa_circ_0028339|chr12:112513481-112518938-|NM_024953|NAA25,266,7mer-a1,-2497,TDMD,7
hsa-miR-505-3p,hsa_circ_0029734|chr13:24553838-24871873+|NM_001166271|SPATA13,77756,8mer,-2704,TDMD?,6
hsa-miR-505-3p,hsa_circ_0035406|chr15:56946582-57139679-|NM_017661|ZNF280D,109816,7mer-m8,-2220,TDMD?,6
hsa-miR-505-3p,hsa_circ_0035407|chr15:56946582-57182365-|NM_017661|ZNF280D,152502,7mer-m8,-2220,TDMD?,6
hsa-miR-505-3p,hsa_circ_0035409|chr15:56970861-57182365-|NM_017661|ZNF280D,152502,7mer-m8,-2220,TDMD?,6
hsa-miR-505-3p,hsa_circ_0036501|chr15:79606098-79615189+|NM_007364|TMED3,24,7mer-m8,-2161,TDMD?,6
hsa-miR-505-3p,hsa_circ_0036948|chr15:92397564-92671719+|NM_013272|SLCO3A1,3863,8mer,-3244,TDMD?,6
hsa-miR-505-3p,hsa_circ_0043554|chr17:38632079-38636094-|NM_032865|TNS4,539,7mer-a1,-2744,TDMD,6
hsa-miR-505-3p,hsa_circ_0055538|chr2:86968049-87368128+|NM_022780|RMND5A,3199,7mer-m8,-2810,TDMD?,6
hsa-miR-505-3p,hsa_circ_0059636|chr20:25228705-25278648+|NM_002862|PYGB,2856,7mer-a1,-2426,TDMD?,7
hsa-miR-505-3p,hsa_circ_0059637|chr20:25239872-25278648+|NM_002862|PYGB,2504,7mer-a1,-2426,TDMD?,7
hsa-miR-505-3p,hsa_circ_0059639|chr20:25249764-25278648+|NM_002862|PYGB,2402,7mer-a1,-2426,TDMD?,7
hsa-miR-505-3p,hsa_circ_0059641|chr20:25252018-25278648+|NM_002862|PYGB,2323,7mer-a1,-2426,TDMD?,7
hsa-miR-505-3p,hsa_circ_0059643|chr20:25255227-25278648+|NM_002862|PYGB,2219,7mer-a1,-2426,TDMD?,7
hsa-miR-505-3p,hsa_circ_0059644|chr20:25257281-25278648+|NM_002862|PYGB,2087,7mer-a1,-2426,TDMD?,7
hsa-miR-505-3p,hsa_circ_0059646|chr20:25258954-25278648+|NM_002862|PYGB,1892,7mer-a1,-2426,TDMD?,7
hsa-miR-505-3p,hsa_circ_0059647|chr20:25259692-25278648+|NM_002862|PYGB,1748,7mer-a1,-2426,TDMD?,7
hsa-miR-505-3p,hsa_circ_0059649|chr20:25260901-25278648+|NM_002862|PYGB,1655,7mer-a1,-2426,TDMD?,7
hsa-miR-505-3p,hsa_circ_0059650|chr20:25261584-25278648+|NM_002862|PYGB,1508,7mer-a1,-2426,TDMD?,7
hsa-miR-505-3p,hsa_circ_0059651|chr20:25262668-25278648+|NM_002862|PYGB,1344,7mer-a1,-2426,TDMD?,7
hsa-miR-505-3p,hsa_circ_0059652|chr20:25263811-25278648+|NM_002862|PYGB,1229,7mer-a1,-2426,TDMD?,7
hsa-miR-505-3p,hsa_circ_0059653|chr20:25271116-25278648+|NM_002862|PYGB,920,7mer-a1,-2426,TDMD?,7
hsa-miR-505-3p,hsa_circ_0059654|chr20:25274793-25278648+|NM_002862|PYGB,570,7mer-a1,-2426,TDMD?,7
hsa-miR-505-3p,hsa_circ_0059655|chr20:25276239-25278648+|NM_002862|PYGB,435,7mer-a1,-2426,TDMD?,7
hsa-miR-505-3p,hsa_circ_0059656|chr20:25277005-25278648+|NM_002862|PYGB,368,7mer-a1,-2426,TDMD?,7
hsa-miR-505-3p,hsa_circ_0062465|chr22:22550198-23165968+|NR_027426|LOC648691,162925,8mer,-3503,TDMD,8
hsa-miR-505-3p,hsa_circ_0062466|chr22:22550887-23231099+|NR_027426|LOC648691,162236,8mer,-3503,TDMD,8
hsa-miR-505-3p,hsa_circ_0062467|chr22:22654551-23165902+|NR_027426|LOC648691,58572,8mer,-3503,TDMD,8
hsa-miR-505-3p,hsa_circ_0062469|chr22:22658307-23180200+|NR_027293|LOC96610,37622,8mer,-3503,TDMD,8
hsa-miR-505-3p,hsa_circ_0062472|chr22:22697538-23230999+|NR_027426|LOC648691,15585,8mer,-3503,TDMD,8
hsa-miR-505-3p,hsa_circ_0066635|chr3:99536677-99744402+|NM_032359|C3orf26,127923,8mer,-3012,TDMD,6
hsa-miR-505-3p,hsa_circ_0067607|chr3:142025448-142084208-|NM_019001|XRN1,347,7mer-a1,-2453,TDMD?,7
hsa-miR-505-3p,hsa_circ_0067611|chr3:142037433-142084021-|NM_019001|XRN1,290,7mer-a1,-2453,TDMD?,7
hsa-miR-505-3p,hsa_circ_0067612|chr3:142048275-142099022-|NM_019001|XRN1,935,7mer-a1,-2453,TDMD?,7
hsa-miR-505-3p,hsa_circ_0067613|chr3:142048275-142137451-|NM_019001|XRN1,2311,7mer-a1,-2453,TDMD?,7
hsa-miR-505-3p,hsa_circ_0067614|chr3:142048275-142140385-|NM_019001|XRN1,2584,7mer-a1,-2453,TDMD?,7
hsa-miR-505-3p,hsa_circ_0067615|chr3:142074242-142078773-|NM_019001|XRN1,157,7mer-a1,-2453,TDMD?,7
hsa-miR-505-3p,hsa_circ_0067616|chr3:142074242-142095436-|NM_019001|XRN1,836,7mer-a1,-2453,TDMD?,7
hsa-miR-505-3p,hsa_circ_0069749|chr4:54292038-55151653+|NM_001134937|FIP1L1,157855,7mer-m8,-2214,TDMD,9
hsa-miR-505-3p,hsa_circ_0071770|chr5:6742602-6746540+|NM_006999|PAPD7,42,7mer-a1,-3095,TDMD?,6
hsa-miR-505-3p,hsa_circ_0073115|chr5:77805606-77928191-|NM_005779|LHFPL2,24,7mer-a1,-2291,TDMD?,6
hsa-miR-505-3p,hsa_circ_0076612|chr6:43964176-44042389-|NM_001171992|C6orf223,11918,7mer-m8,-1942,TDMD?,6
hsa-miR-505-3p,hsa_circ_0076867|chr6:56506744-56600087-|NM_015548|DST,71781,7mer-m8,-2369,TDMD,7
hsa-miR-505-3p,hsa_circ_0076868|chr6:56515929-56600087-|None|None,71781,7mer-m8,-2369,TDMD,7
hsa-miR-505-3p,hsa_circ_0079910|chr7:39023849-39044812-|NM_007252|POU6F2,4470,7mer-m8,-2172,TDMD?,6
hsa-miR-505-3p,hsa_circ_0082238|chr7:128597277-128615016-|NR_034053|TNPO3,408,7mer-a1,-1847,TDMD?,6
hsa-miR-505-3p,hsa_circ_0082239|chr7:128607333-128619177-|NR_034053|TNPO3,666,7mer-a1,-1847,TDMD?,6
hsa-miR-505-3p,hsa_circ_0082240|chr7:128607333-128641288-|NR_034053|TNPO3,1890,7mer-a1,-1847,TDMD?,6
hsa-miR-505-3p,hsa_circ_0082241|chr7:128607333-128658211-|NR_034053|TNPO3,2466,7mer-a1,-1847,TDMD?,6
hsa-miR-505-3p,hsa_circ_0083576|chr8:21951950-21961891+|NM_022749|FAM160B2,2320,7mer-m8,-2223,TDMD?,6
hsa-miR-505-3p,hsa_circ_0083579|chr8:21955026-21961891+|NM_022749|FAM160B2,2068,7mer-m8,-2223,TDMD?,6
hsa-miR-505-3p,hsa_circ_0083580|chr8:21956458-21961891+|NM_022749|FAM160B2,1400,7mer-m8,-2223,TDMD?,6
hsa-miR-505-3p,hsa_circ_0083583|chr8:21956794-21961891+|NM_022749|FAM160B2,1291,7mer-m8,-2223,TDMD?,6
hsa-miR-505-3p,hsa_circ_0083584|chr8:21957214-21961891+|NM_022749|FAM160B2,1214,7mer-m8,-2223,TDMD?,6
hsa-miR-505-3p,hsa_circ_0083588|chr8:21958950-21961891+|NM_022749|FAM160B2,749,7mer-m8,-2223,TDMD?,6
hsa-miR-505-3p,hsa_circ_0083590|chr8:21959218-21961891+|NM_022749|FAM160B2,658,7mer-m8,-2223,TDMD?,6
hsa-miR-505-3p,hsa_circ_0083591|chr8:21960038-21961891+|NM_022749|FAM160B2,373,7mer-m8,-2223,TDMD?,6
hsa-miR-505-3p,hsa_circ_0083592|chr8:21960303-21961891+|NM_022749|FAM160B2,272,7mer-m8,-2223,TDMD?,6
hsa-miR-505-3p,hsa_circ_0084559|chr8:57408781-57464626+|TCONS_00015013|TCONS_00015013,37474,7mer-m8,-2273,TDMD?,7
hsa-miR-505-3p,hsa_circ_0085371|chr8:117858172-117869712-|NM_006265|RAD21,494,8mer,-3299,TDMD?,6
hsa-miR-505-3p,hsa_circ_0085372|chr8:117858172-117879000-|NM_006265|RAD21,1007,8mer,-3299,TDMD?,6
hsa-miR-505-3p,hsa_circ_0085373|chr8:117858172-117887105-|NM_006265|RAD21,1263,8mer,-3299,TDMD?,6
hsa-miR-505-3p,hsa_circ_0085375|chr8:117864787-117887105-|NM_006265|RAD21,1263,8mer,-3299,TDMD?,6
hsa-miR-505-3p,hsa_circ_0093773|chr10:60347974-60380661+|ENST00000476684.1|BICC1,28362,7mer-a1,-2074,TDMD?,6
hsa-miR-505-3p,hsa_circ_0095457|chr11:16459926-16497935-|ENST00000533658.1|SOX6,619,7mer-m8,-2668,TDMD?,7
hsa-miR-505-3p,hsa_circ_0095673|chr11:30578082-30602041-|NM_001145399|MPPED2,1172,7mer-m8,-2241,TDMD,6
hsa-miR-505-3p,hsa_circ_0096905|chr11:99941155-100000253+|NM_014361|CNTN5,7404,7mer-m8,-2700,TDMD?,6
hsa-miR-505-3p,hsa_circ_0097369|chr12:112480891-112518938-|ENST00000261745.4|NAA25,266,7mer-a1,-2497,TDMD,7
hsa-miR-505-3p,hsa_circ_0097373|chr12:112498073-112518938-|ENST00000261745.4|NAA25,266,7mer-a1,-2497,TDMD,7
hsa-miR-505-3p,hsa_circ_0097376|chr12:112506683-112518938-|ENST00000261745.4|NAA25,266,7mer-a1,-2497,TDMD,7
hsa-miR-505-3p,hsa_circ_0097377|chr12:112506683-112525605-|ENST00000261745.4|NAA25,385,7mer-a1,-2497,TDMD,7
hsa-miR-505-3p,hsa_circ_0097378|chr12:112513481-112516545-|ENST00000261745.4|NAA25,191,7mer-a1,-2497,TDMD,7
hsa-miR-505-3p,hsa_circ_0097379|chr12:112513481-112530940-|ENST00000261745.4|NAA25,610,7mer-a1,-2497,TDMD,7
hsa-miR-505-3p,hsa_circ_0103136|chr15:24369721-24426402+|TCONS_00023304|TCONS_00023304,54991,8mer,-2979,TDMD?,6
hsa-miR-505-3p,hsa_circ_0103138|chr15:24390512-24426402+|TCONS_00023304|TCONS_00023304,34200,8mer,-2979,TDMD?,6
hsa-miR-505-3p,hsa_circ_0108295|chr18:32175749-32259556+|NM_001198939|DTNA,64315,7mer-a1,-3163,TDMD?,7
hsa-miR-505-3p,hsa_circ_0108296|chr18:32175775-32259556+|NM_001198939|DTNA,64289,7mer-a1,-3163,TDMD?,7
hsa-miR-505-3p,hsa_circ_0108297|chr18:32236204-32259556+|NM_001198939|DTNA,3860,7mer-a1,-3163,TDMD?,7
hsa-miR-505-3p,hsa_circ_0108298|chr18:32236204-32263658+|NM_001198939|DTNA,3860,7mer-a1,-3163,TDMD?,7
hsa-miR-505-3p,hsa_circ_0108299|chr18:32236865-32259556+|NM_001198939|DTNA,3199,7mer-a1,-3163,TDMD?,7
hsa-miR-505-3p,hsa_circ_0108300|chr18:32236885-32259556+|NM_001198939|DTNA,3179,7mer-a1,-3163,TDMD?,7
hsa-miR-505-3p,hsa_circ_0108357|chr18:33877857-33935645-|ENST00000257209.4|FHOD3,2756,8mer,-2814,TDMD,6
hsa-miR-505-3p,hsa_circ_0108448|chr18:42281139-42375009+|ENST00000282030.5|SETBP1,83558,7mer-m8,-2114,TDMD,6
hsa-miR-505-3p,hsa_circ_0108454|chr18:42363352-42383064+|ENST00000282030.5|SETBP1,1345,7mer-m8,-2114,TDMD,6
hsa-miR-505-3p,hsa_circ_0112654|chr1:237756775-237778143+|ENST00000366574.2|RYR2,639,8mer,-3189,TDMD,6
hsa-miR-505-3p,hsa_circ_0112655|chr1:237756775-237780786+|ENST00000366574.2|RYR2,639,8mer,-3189,TDMD,6
hsa-miR-505-3p,hsa_circ_0112656|chr1:237756775-237789104+|ENST00000366574.2|RYR2,639,8mer,-3189,TDMD,6
hsa-miR-505-3p,hsa_circ_0112657|chr1:237765324-237781791+|ENST00000366574.2|RYR2,318,8mer,-3189,TDMD,6
hsa-miR-505-3p,hsa_circ_0113274|chr1:39775241-39838268+|ENST00000564288.1|MACF1,4701,7mer-m8,-2644,TDMD?,6
hsa-miR-505-3p,hsa_circ_0113275|chr1:39781184-39818903+|ENST00000564288.1|MACF1,4220,7mer-m8,-2644,TDMD?,6
hsa-miR-505-3p,hsa_circ_0113276|chr1:39785335-39803003+|ENST00000564288.1|MACF1,3545,7mer-m8,-2644,TDMD?,6
hsa-miR-505-3p,hsa_circ_0113277|chr1:39785335-39815299+|ENST00000564288.1|MACF1,3545,7mer-m8,-2644,TDMD?,6
hsa-miR-505-3p,hsa_circ_0113279|chr1:39788279-39806625+|ENST00000564288.1|MACF1,3461,7mer-m8,-2644,TDMD?,6
hsa-miR-505-3p,hsa_circ_0113280|chr1:39788279-39815299+|ENST00000564288.1|MACF1,3461,7mer-m8,-2644,TDMD?,6
hsa-miR-505-3p,hsa_circ_0113281|chr1:39788279-39816690+|ENST00000564288.1|MACF1,3461,7mer-m8,-2644,TDMD?,6
hsa-miR-505-3p,hsa_circ_0113282|chr1:39788279-39818903+|ENST00000564288.1|MACF1,3461,7mer-m8,-2644,TDMD?,6
hsa-miR-505-3p,hsa_circ_0113283|chr1:39788279-39827349+|ENST00000564288.1|MACF1,3461,7mer-m8,-2644,TDMD?,6
hsa-miR-505-3p,hsa_circ_0113284|chr1:39788279-39854330+|ENST00000564288.1|MACF1,3461,7mer-m8,-2644,TDMD?,6
hsa-miR-505-3p,hsa_circ_0113285|chr1:39796882-39806625+|ENST00000564288.1|MACF1,2868,7mer-m8,-2644,TDMD?,6
hsa-miR-505-3p,hsa_circ_0116502|chr22:34157357-34243729-|ENST00000354992.2|LARGE,11371,7mer-a1,-2723,TDMD?,6
hsa-miR-505-3p,hsa_circ_0120138|chr2:44732771-44785152+|ENST00000402247.1|CAMKMT,49606,8mer,-2814,TDMD?,7
hsa-miR-505-3p,hsa_circ_0120139|chr2:44776693-44785152+|ENST00000402247.1|CAMKMT,5684,8mer,-2814,TDMD?,7
hsa-miR-505-3p,hsa_circ_0120284|chr2:51139249-51236416-|ENST00000405581.1|NRXN1,12518,7mer-m8,-2018,TDMD,6
hsa-miR-505-3p,hsa_circ_0120286|chr2:51140016-51236416-|ENST00000405581.1|NRXN1,12518,7mer-m8,-2018,TDMD,6
hsa-miR-505-3p,hsa_circ_0122231|chr3:142048275-142089462-|ENST00000392981.2|XRN1,483,7mer-a1,-2453,TDMD?,7
hsa-miR-505-3p,hsa_circ_0122232|chr3:142051216-142075961-|ENST00000392981.2|XRN1,87,7mer-a1,-2453,TDMD?,7
hsa-miR-505-3p,hsa_circ_0122233|chr3:142051216-142089462-|ENST00000392981.2|XRN1,483,7mer-a1,-2453,TDMD?,7
hsa-miR-505-3p,hsa_circ_0122234|chr3:142051808-142136071-|ENST00000264951.4|XRN1,2205,7mer-a1,-2453,TDMD?,7
hsa-miR-505-3p,hsa_circ_0122235|chr3:142054289-142075961-|ENST00000264951.4|XRN1,87,7mer-a1,-2453,TDMD?,7
hsa-miR-505-3p,hsa_circ_0122237|chr3:142066075-142078773-|ENST00000264951.4|XRN1,157,7mer-a1,-2453,TDMD?,7
hsa-miR-505-3p,hsa_circ_0122238|chr3:142066075-142090170-|ENST00000264951.4|XRN1,573,7mer-a1,-2453,TDMD?,7
hsa-miR-505-3p,hsa_circ_0122239|chr3:142066075-142095436-|ENST00000264951.4|XRN1,836,7mer-a1,-2453,TDMD?,7
hsa-miR-505-3p,hsa_circ_0122240|chr3:142074242-142089462-|ENST00000264951.4|XRN1,483,7mer-a1,-2453,TDMD?,7
hsa-miR-505-3p,hsa_circ_0122241|chr3:142074242-142090170-|ENST00000264951.4|XRN1,573,7mer-a1,-2453,TDMD?,7
hsa-miR-505-3p,hsa_circ_0122242|chr3:142075753-142089462-|ENST00000264951.4|XRN1,483,7mer-a1,-2453,TDMD?,7
hsa-miR-505-3p,hsa_circ_0124502|chr3:67546221-67610076-|NM_003848|SUCLG2,4909,7mer-m8,-3209,TDMD?,6
hsa-miR-505-3p,hsa_circ_0124545|chr3:69481784-69484398-|ENST00000497757.1|FRMD4B,330,8mer,-3090,TDMD,7
hsa-miR-505-3p,hsa_circ_0124546|chr3:69481784-69505811-|ENST00000497757.1|FRMD4B,21743,8mer,-3090,TDMD,7
hsa-miR-505-3p,hsa_circ_0128409|chr5:155249062-155297434+|ENST00000517913.1|SGCD,45389,8mer,-2955,TDMD?,7
hsa-miR-505-3p,hsa_circ_0128412|chr5:155261684-155297434+|ENST00000517913.1|SGCD,32767,8mer,-2955,TDMD?,7
hsa-miR-505-3p,hsa_circ_0128413|chr5:155281558-155297434+|ENST00000517913.1|SGCD,12893,8mer,-2955,TDMD?,7
hsa-miR-505-3p,hsa_circ_0128600|chr5:17147339-17162674-|TCONS_l2_00022807|TCONS_l2_00022807,9703,7mer-m8,-2572,TDMD?,6
hsa-miR-505-3p,hsa_circ_0128601|chr5:17147339-17182541-|TCONS_l2_00022808|TCONS_l2_00022808,29570,7mer-m8,-2572,TDMD?,6
hsa-miR-505-3p,hsa_circ_0128684|chr5:177637635-177637878+|NM_031266|HNRNPAB,140,7mer-m8,-2287,TDMD?,7
