Chromosome;Start;End;Strand;Number of included exons;Exon sizes;Exon offsets (0 base);Junction reads;Gene symbol;Transcript id;Flanking introns
chr4;54265896;54294350;+;3;110,94,157;0,26142,28297;4;FIP1L1;uc011bzt.1;chr4:54257665-54265896|chr4:54294350-54306748
chr4;54265896;54310270;+;7;110,108,94,157,27,55,56;0,14885,26142,28297,40852,42923,44318;2;FIP1L1;NM_001134937;chr4:54257665-54265896|chr4:54310270-54319086
chr4;54280781;54294350;+;3;108,94,157;0,11257,13412;9;FIP1L1;NM_001134937;chr4:54266006-54280781|chr4:54294350-54306748
chr4;54280781;54310270;+;6;108,94,157,27,55,56;0,11257,13412,25967,28038,29433;2;FIP1L1;NM_001134937;chr4:54266006-54280781|chr4:54310270-54319086
chr4;54292038;54294350;+;2;94,157;0,2155;6;FIP1L1;uc011bzt.1;chr4:54266006-54292038|chr4:54294350-54306748
chr4;54292038;54310270;+;5;94,157,27,55,56;0,2155,14710,16781,18176;4;FIP1L1;NM_001134937;chr4:54280889-54292038|chr4:54310270-54319086
chr4;54292038;54319300;+;6;94,157,27,55,56,214;0,2155,14710,16781,18176,27048;1;FIP1L1;NM_001134937;chr4:54280889-54292038|chr4:54319300-54324819
chr4;56277780;56284152;+;3;226,176,183;0,5458,6189;20;TMEM165;NM_018475;chr4:56262563-56277780|chr4:56284152-56290704
chr4;56322063;56325428;-;4;107,83,119,114;0,321,2995,3251;1;CLOCK;NM_001267843;chr4:56319991-56322063|chr4:56325428-56329851
chr4;56329851;56355632;-;8;121,90,92,149,60,90,157,92;0,7032,12278,15130,15955,19054,22708,25689;1;CLOCK;NM_001267843;chr4:56325428-56329851|chr4:56355632-56376078
chr4;56336883;56348995;-;5;90,92,149,60,90;0,5246,8098,8923,12022;1;CLOCK;NM_001267843;chr4:56329972-56336883|chr4:56348995-56352559
chr4;56342129;56345866;-;3;92,149,60;0,2852,3677;1;CLOCK;NM_001267843;chr4:56336973-56342129|chr4:56345866-56348905
chr4;56342129;56348995;-;4;92,149,60,90;0,2852,3677,6776;1;CLOCK;NM_001267843;chr4:56336973-56342129|chr4:56348995-56352559
chr4;56744082;56756552;+;4;150,106,45,164;0,5906,10971,12306;1;EXOC1;NM_001024924;chr4:56738124-56744082|chr4:56756552-56757480
chr4;56830439;56851524;+;8;129,216,66,139,224,153,153,78;0,1370,4789,6996,10472,15869,16953,21007;1;CEP135;NM_025009;chr4:56825932-56830439|chr4:56851524-56858099
chr4;56865467;56865811;+;2;116,155;0,189;1;CEP135;NM_025009;chr4:56858251-56865467|chr4:56865811-56874492
chr4;56883813;56885721;+;2;210,203;0,1705;1;CEP135;NM_025009;chr4:56878151-56883813|chr4:56885721-56886841
chr4;57138486;57138658;+;1;172;0;6;KIAA1211;NM_020722;chr4:57045596-57138486|chr4:57138658-57164379
chr4;57265344;57273882;-;8;222,128,152,73,146,113,207,67;0,1605,2151,2930,3861,4110,7316,8471;1;PPAT;NM_002703;chr4:57262905-57265344|chr4:57273882-57301515
chr4;5731033;5750033;+;6;84,233,85,99,138,159;0,2118,4044,12409,15897,18841;1;EVC;NM_153717;chr4:5721100-5731033|chr4:5750033-5754562
chr4;57344544;57349436;+;3;125,58,132;0,213,4760;4;SRP72;NM_006947;chr4:57342868-57344544|chr4:57349436-57350901
chr4;57776795;57786036;+;3;310,201,84;0,706,9157;1;REST;uc031ses.1;chr4:57774379-57776795|chr4:57786036-57797959
chr4;57888317;57891703;+;6;95,251,90,108,114,161;0,1178,1510,1853,2734,3225;2;POLR2B;NM_000938;chr4:57887161-57888317|chr4:57891703-57896369
chr4;5837641;5844888;-;5;171,142,157,121,69;0,850,3607,5393,7178;1;CRMP1;NM_001313;chr4:5830395-5837641|chr4:5844888-5851118
chr4;5857869;5862937;-;2;165,185;0,4883;1;CRMP1;NM_001313;chr4:5853196-5857869|chr4:5862937-5868394
chr4;62248841;62363066;+;2;66,228;0,113997;1;LPHN3;uc010ihg.1;chr4:62067483-62248841|chr4:62363066-62383032
chr4;62248841;62383236;+;3;66,228,204;0,113997,134191;1;LPHN3;uc010ihg.1;chr4:62067483-62248841|chr4:62383236-62452944
chr4;62362838;62363066;+;1;228;0;3;LPHN3;uc010ihg.1;chr4:62248907-62362838|chr4:62363066-62383032
chr4;62362838;62453158;+;3;228,204,214;0,20194,90106;4;LPHN3;uc010ihg.1;chr4:62248907-62362838|chr4:62453158-62542543
chr4;62758373;62910267;+;16;303,104,186,39,184,123,209,177,210,221,67,92,27,169,126,97;0,3075,16904,20063,42184,43267,54258,55444,86907,90727,103635,105518,136199,138786,145075,151797;1;LPHN3;uc003hcq.4;chr4:62679607-62758373|chr4:62910267-62933883
chr4;62775277;62813994;+;6;186,39,184,123,209,177;0,3159,25280,26363,37354,38540;3;LPHN3;uc003hcq.4;chr4:62761552-62775277|chr4:62813994-62845280
chr4;62775277;62849321;+;8;186,39,184,123,209,177,210,221;0,3159,25280,26363,37354,38540,70003,73823;1;LPHN3;uc003hcq.4;chr4:62761552-62775277|chr4:62849321-62862008
chr4;62800557;62813994;+;4;184,123,209,177;0,1083,12074,13260;13;LPHN3;uc003hcq.4;chr4:62778475-62800557|chr4:62813994-62845280
chr4;62800557;62863983;+;8;184,123,209,177,210,221,67,92;0,1083,12074,13260,44723,48543,61451,63334;17;LPHN3;uc003hcq.4;chr4:62778475-62800557|chr4:62863983-62894572
chr4;62800557;62910267;+;12;184,123,209,177,210,221,67,92,27,169,126,97;0,1083,12074,13260,44723,48543,61451,63334,94015,96602,102891,109613;10;LPHN3;uc003hcq.4;chr4:62778475-62800557|chr4:62910267-62933883
chr4;62812631;62813994;+;2;209,177;0,1186;1;LPHN3;uc003hcq.4;chr4:62801763-62812631|chr4:62813994-62845280
chr4;62812631;62863983;+;6;209,177,210,221,67,92;0,1186,32649,36469,49377,51260;1;LPHN3;uc003hcq.4;chr4:62801763-62812631|chr4:62863983-62894572
chr4;62813817;62910267;+;9;177,210,221,67,92,27,169,126,97;0,31463,35283,48191,50074,80755,83342,89631,96353;1;LPHN3;uc003hcq.4;chr4:62812840-62813817|chr4:62910267-62933883
chr4;62849100;62903574;+;6;221,67,92,27,169,126;0,12908,14791,45472,48059,54348;1;LPHN3;uc003hcq.4;chr4:62845490-62849100|chr4:62903574-62910170
chr4;62897159;62933935;+;4;169,126,97,52;0,6289,13011,36724;1;LPHN3;uc003hcq.4;chr4:62894599-62897159|chr4:62933935-62935826
chr4;6825911;6843931;+;2;500,138;0,17882;1;KIAA0232;NM_001100590;chr4:6784568-6825911|chr4:6843931-6858890
chr4;68489843;68499191;-;8;128,194,118,72,70,64,52,129;0,868,2234,4945,6340,7582,7731,9219;1;UBA6;NM_018227;chr4:68488940-68489843|chr4:68499191-68499959
chr4;68586139;68595888;+;3;630,147,97;0,8118,9652;7;LOC550112;uc003hdl.4;chr4:68567202-68586139|chr4:68595888-68597223
chr4;68594257;68598063;+;3;147,97,840;0,1534,2966;3;LOC550112;uc003hdl.4;chr4:68586769-68594257|chr4:68598063-68620906
chr4;6995910;7016284;+;9;119,83,118,107,81,95,72,129,110;0,2141,4901,6961,10660,12448,15693,16469,20264;1;TBC1D14;NM_001113361;chr4:6969151-6995910|chr4:7016284-7026730
chr4;6998051;7006651;+;4;83,118,107,81;0,2760,4820,8519;1;TBC1D14;NM_001113361;chr4:6996029-6998051|chr4:7006651-7008358
chr4;7006570;7016284;+;5;81,95,72,129,110;0,1788,5033,5809,9604;1;TBC1D14;NM_001113361;chr4:7002978-7006570|chr4:7016284-7026730
chr4;71628235;71634378;+;4;174,118,102,124;0,1033,1956,6019;4;RUFY3;NM_001130709;chr4:71571011-71628235|chr4:71634378-71639227
chr4;71648807;71650596;+;2;93,84;0,1705;1;RUFY3;NM_001130709;chr4:71644155-71648807|chr4:71650596-71654522
chr4;71691840;71698990;-;5;122,185,136,144,156;0,1728,5415,6183,6994;1;GRSF1;uc011caz.1;chr4:71691148-71691840|chr4:71698990-71701874
chr4;71816416;71824757;+;2;112,167;0,8174;3;MOB1B;NM_001244766;chr4:71768267-71816416|chr4:71824757-71835647
chr4;73950965;73951163;-;1;198;0;1;ANKRD17;uc003hgo.3;chr4:73944607-73950965|chr4:73951163-73956383
chr4;73950965;73958017;-;2;198,1634;0,5418;16;ANKRD17;uc003hgo.3;chr4:73944607-73950965|chr4:73958017-73959795
chr4;73950965;73962989;-;4;198,1634,150,156;0,5418,8830,11868;1;ANKRD17;uc003hgo.3;chr4:73944607-73950965|chr4:73962989-73963789
chr4;73956383;73958017;-;1;1634;0;31;ANKRD17;uc003hgo.3;chr4:73951163-73956383|chr4:73958017-73959795
chr4;73984404;73991029;-;6;163,176,214,143,146,112;0,1474,2193,2929,6225,6513;12;ANKRD17;uc003hgo.3;chr4:73981633-73984404|chr4:73991029-74000833
chr4;74008356;74017241;-;6;128,88,110,192,238,95;0,2105,4124,4601,6173,8790;1;ANKRD17;uc003hgo.3;chr4:74008102-74008356|chr4:74017241-74019596
chr4;75040222;75067087;+;4;185,123,153,108;0,775,25288,26757;2;MTHFD2L;uc011cbj.2;chr4:75025805-75040222|chr4:75067087-75091018
chr4;75040222;75091111;+;5;185,123,153,108,93;0,775,25288,26757,50796;7;MTHFD2L;uc011cbj.2;chr4:75025805-75040222|chr4:75091111-75107283
chr4;75040222;75147267;+;6;185,123,153,108,93,126;0,775,25288,26757,50796,106919;2;MTHFD2L;NM_001144978;chr4:75023998-75040222|chr4:75147267-75167413
chr4;75065510;75091111;+;3;153,108,93;0,1469,25508;1;MTHFD2L;uc011cbj.2;chr4:75041120-75065510|chr4:75091111-75107283
chr4;76573822;76581054;-;4;103,99,181,103;0,5344,6427,7129;3;G3BP2;NM_012297;chr4:76572341-76573822|chr4:76581054-76582107
chr4;76584026;76587233;-;2;82,119;0,3088;2;G3BP2;NM_012297;chr4:76582914-76584026|chr4:76587233-76598202
chr4;76691591;76692290;+;3;101,103,56;0,383,643;1;USO1;NM_003715;chr4:76678726-76691591|chr4:76692290-76695828
chr4;76695828;76711950;+;5;121,179,141,89,155;0,8004,12386,15474,15967;2;USO1;NM_003715;chr4:76692290-76695828|chr4:76711950-76714842
chr4;76885287;76903190;-;13;77,59,58,104,70,102,75,58,101,72,111,99,105;0,1629,3142,5161,6174,7222,9182,9941,11609,11789,13511,17237,17798;3;SDAD1;NM_018115;chr4:76882461-76885287|chr4:76903190-76911904
chr4;76896896;76903190;-;5;101,72,111,99,105;0,180,1902,5628,6189;1;SDAD1;NM_018115;chr4:76895286-76896896|chr4:76903190-76911904
chr4;76902524;76903190;-;2;99,105;0,561;2;SDAD1;NM_018115;chr4:76898909-76902524|chr4:76903190-76911904
chr4;77045801;77065626;-;7;108,94,55,197,188,227,84;0,6007,6581,7874,9526,11537,19741;10;NUP54;NM_001278603;chr4:77039347-77045801|chr4:77065626-77069460
chr4;77051808;77053872;-;3;94,55,197;0,574,1867;1;NUP54;NM_001278603;chr4:77045909-77051808|chr4:77053872-77055327
chr4;77051808;77057565;-;5;94,55,197,188,227;0,574,1867,3519,5530;1;NUP54;NM_001278603;chr4:77045909-77051808|chr4:77057565-77065542
chr4;77055327;77065626;-;3;188,227,84;0,2011,10215;64;NUP54;NM_001278603;chr4:77053872-77055327|chr4:77065626-77069460
chr4;77065301;77065626;-;2;144,84;0,241;13;NUP54;NM_017426;chr4:77057565-77065301|chr4:77065626-77069460
chr4;77659913;77663079;+;1;3166;0;2;SHROOM3;NM_020859;chr4:77652088-77659913|chr4:77663079-77670169
chr4;77691778;77692051;+;1;273;0;1;SHROOM3;NM_020859;chr4:77680848-77691778|chr4:77692051-77699961
chr4;77916933;77941823;+;7;158,115,196,187,162,97,169;0,644,9820,15954,19075,23384,24721;3;11-sep;uc011cca.2;chr4:77909023-77916933|chr4:77941823-77949781
chr4;77917577;77952123;+;8;115,196,187,162,97,169,133,188;0,9176,15310,18431,22740,24077,32204,34358;2;11-sep;NM_018243;chr4:77871083-77917577|chr4:77952123-77955649
chr4;77976302;77987558;-;5;231,141,75,129,157;0,812,1099,3357,11099;1;CCNI;NM_006835;chr4:77969815-77976302|chr4:77987558-77996624
chr4;77977114;77977476;-;2;141,75;0,287;1;CCNI;NM_006835;chr4:77976533-77977114|chr4:77977476-77979659
chr4;77977114;77987558;-;4;141,75,129,157;0,287,2545,10287;1;CCNI;NM_006835;chr4:77976533-77977114|chr4:77987558-77996624
chr4;78079685;78085632;+;6;138,138,251,79,99,206;0,834,2188,2947,3116,5741;1;CCNG2;NM_004354;chr4:78078659-78079685|chr4:78085632-78086953
chr4;7857192;7873807;-;3;109,98,129;0,13156,16486;1;AFAP1;NM_001134647;chr4:7845077-7857192|chr4:7873807-7941382
chr4;78647320;78652692;-;3;203,228,152;0,2687,5220;1;CNOT6L;uc011ccd.2;chr4:78641797-78647320|chr4:78652692-78663294
chr4;78663294;78697546;-;7;155,158,69,90,86,187,122;0,2577,6175,14721,30940,32389,34130;4;CNOT6L;uc011ccd.2;chr4:78652692-78663294|chr4:78697546-78740386
chr4;78694234;78697546;-;3;86,187,122;0,1449,3190;5;CNOT6L;uc011ccd.2;chr4:78678105-78694234|chr4:78697546-78740386
chr4;7870348;7873807;-;2;98,129;0,3330;7;AFAP1;NM_001134647;chr4:7857301-7870348|chr4:7873807-7941382
chr4;79158663;79166479;+;2;108,93;0,7723;4;FRAS1;NM_001166133;chr4:78987170-79158663|chr4:79166479-79173545
chr4;79158663;79173705;+;3;108,93,160;0,7723,14882;3;FRAS1;NM_001166133;chr4:78987170-79158663|chr4:79173705-79176395
chr4;79186178;79188586;+;3;84,102,192;0,1809,2216;1;FRAS1;NM_001166133;chr4:79176529-79186178|chr4:79188586-79199808
chr4;79747190;79754841;+;2;119,106;0,7545;1;BMP2K;uc010ijl.1;chr4:79697875-79747190|chr4:79754841-79763538
chr4;79747190;79766203;+;4;119,106,143,122;0,7545,16348,18891;1;BMP2K;uc010ijl.1;chr4:79697875-79747190|chr4:79766203-79768341
chr4;79747190;79772210;+;6;119,106,143,122,82,133;0,7545,16348,18891,21151,24887;3;BMP2K;uc010ijl.1;chr4:79697875-79747190|chr4:79772210-79780737
chr4;79747190;79800045;+;13;119,106,143,122,82,133,104,80,164,278,99,185,158;0,7545,16348,18891,21151,24887,33547,35352,39520,44746,45813,46577,52697;1;BMP2K;NM_198892;chr4:79697875-79747190|chr4:79800045-79808327
chr4;79763538;79772210;+;4;143,122,82,133;0,2543,4803,8539;1;BMP2K;uc010ijl.1;chr4:79754841-79763538|chr4:79772210-79780737
chr4;79763538;79808438;+;12;143,122,82,133,104,80,164,278,99,185,158,111;0,2543,4803,8539,17199,19004,23172,28398,29465,30229,36349,44789;1;BMP2K;NM_198892;chr4:79754841-79763538|chr4:79808438-79831763
chr4;79841687;79851479;-;6;148,281,155,91,198,156;0,1607,2295,3323,5987,9636;1;PAQR3;uc003hlm.3;chr4:79839034-79841687|chr4:79851479-79856274
chr4;82377804;82380668;-;3;138,123,183;0,848,2681;1;RASGEF1B;NM_152545;chr4:82369438-82377804|chr4:82380668-82392923
chr4;83369072;83369174;+;1;102;0;1;ENOPH1;NM_021204;chr4:83352066-83369072|chr4:83369174-83372195
chr4;83375874;83378191;+;2;133,124;0,2193;2;ENOPH1;NM_021204;chr4:83372398-83375874|chr4:83378191-83381133
chr4;83763292;83778917;-;8;342,124,174,174,146,127,179,76;0,2246,6664,9291,11430,12763,14812,15549;1;SEC31A;NM_001077207;chr4:83750211-83763292|chr4:83778917-83782783
chr4;83791477;83803090;-;7;100,143,141,96,199,124,80;0,1619,4286,5402,8405,10474,11533;2;SEC31A;NM_014933;chr4:83788469-83791477|chr4:83803090-83812240
chr4;83795763;83803093;-;5;141,96,199,124,83;0,1116,4119,6188,7247;3;SEC31A;NM_001077206;chr4:83793239-83795763|chr4:83803093-83812240
chr4;83799882;83802075;-;2;199,124;0,2069;2;SEC31A;NM_001191049;chr4:83796975-83799882|chr4:83802075-83812240
chr4;83799882;83803090;-;3;199,124,80;0,2069,3128;4;SEC31A;NM_014933;chr4:83796975-83799882|chr4:83803090-83812240
chr4;83799882;83803093;-;3;199,124,83;0,2069,3128;4;SEC31A;NM_001077206;chr4:83796975-83799882|chr4:83803093-83812240
chr4;83825888;83829088;+;4;196,66,304,151;0,1125,1588,3049;1;THAP9;uc003hns.1;chr4:83822035-83825888|chr4:83829088-83838096
chr4;83857133;83861115;-;6;138,103,72,92,198,74;0,298,1246,2432,3558,3908;1;LIN54;NM_001115008;chr4:83852298-83857133|chr4:83861115-83867410
chr4;83867410;83900159;-;3;217,143,124;0,24069,32625;2;LIN54;NM_001115008;chr4:83861115-83867410|chr4:83900159-83905976
chr4;83891479;83906029;-;3;143,124,53;0,8556,14497;1;LIN54;NM_001115008;chr4:83867627-83891479|chr4:83906029-83931636
chr4;83966778;83978561;+;5;80,152,104,154,151;0,3540,4255,11300,11632;1;COPS4;NM_001258006;chr4:83956451-83966778|chr4:83978561-83984228
chr4;83970318;83978561;+;4;152,104,154,151;0,715,7760,8092;2;COPS4;NM_001258006;chr4:83966858-83970318|chr4:83978561-83984228
chr4;83970318;83989675;+;7;152,104,154,151,171,116,85;0,715,7760,8092,13910,17272,19272;1;COPS4;NM_016129;chr4:83966858-83970318|chr4:83989675-83996449
chr4;83978078;83984399;+;3;154,151,171;0,332,6150;1;COPS4;NM_001258006;chr4:83971137-83978078|chr4:83984399-83987590
chr4;84188242;84200267;-;6;119,189,134,86,122,167;0,496,2770,4997,6406,11858;1;COQ2;uc003hof.3;chr4:84185516-84188242|None
chr4;84188738;84200267;-;4;189,86,122,167;0,4501,5910,11362;1;COQ2;uc011ccp.2;chr4:84183808-84188738|chr4:84200267-84205664
chr4;84337883;84348873;-;5;135,114,174,99,158;0,1362,4832,9263,10832;1;HELQ;NM_133636;chr4:84328713-84337883|chr4:84348873-84350676
chr4;84364656;84370114;-;4;111,73,201,179;0,2510,3331,5279;1;HELQ;uc003hol.4;chr4:84362556-84364656|chr4:84370114-84374383
chr4;8465711;8467288;+;2;107,184;0,1393;1;TRMT44;uc003glf.1;chr4:8456540-8465711|chr4:8467288-8469640
chr4;85617122;85654762;-;15;213,92,154,107,118,120,55,81,86,121,149,164,169,51,228;0,762,6383,8368,9424,12939,13323,17189,19328,20926,22452,25439,28456,30891,37412;2;WDFY3;NM_014991;chr4:85614185-85617122|chr4:85654762-85656195
chr4;85623505;85638169;-;8;154,107,118,120,55,81,86,121;0,1985,3041,6556,6940,10806,12945,14543;5;WDFY3;NM_014991;chr4:85617976-85623505|chr4:85638169-85639574
chr4;85623505;85642725;-;10;154,107,118,120,55,81,86,121,149,164;0,1985,3041,6556,6940,10806,12945,14543,16069,19056;2;WDFY3;NM_014991;chr4:85617976-85623505|chr4:85642725-85645578
chr4;85660162;85661569;-;2;110,230;0,1177;7;WDFY3;NM_014991;chr4:85658519-85660162|chr4:85661569-85662913
chr4;85686962;85724620;-;17;218,121,95,162,74,153,191,112,161,232,182,219,101,232,113,215,178;0,442,7025,9010,9255,12693,14298,17153,20169,21672,23916,28709,29069,30711,32186,35840,37480;1;WDFY3;NM_014991;chr4:85678314-85686962|chr4:85724620-85729486
chr4;85717673;85719261;-;2;232,113;0,1475;1;WDFY3;NM_014991;chr4:85716132-85717673|chr4:85719261-85722802
chr4;85758081;85818163;-;5;162,110,124,211,100;0,4225,12973,23483,59982;1;WDFY3;NM_014991;chr4:85752758-85758081|chr4:85818163-85853422
chr4;85781564;85853516;-;3;211,100,94;0,36499,71858;1;WDFY3;NM_014991;chr4:85771178-85781564|chr4:85853516-85887361
chr4;85818063;85853516;-;2;100,94;0,35359;4;WDFY3;NM_014991;chr4:85781775-85818063|chr4:85853516-85887361
chr4;86950349;87080620;-;10;78,64,125,183,72,166,139,59,130,170;0,2171,35069,38576,69327,71855,72697,73989,78026,130101;2;MAPK10;uc010ikg.3;chr4:86938523-86950349|chr4:87080620-87115461
chr4;86985418;87080620;-;8;125,183,72,166,139,59,130,170;0,3507,34258,36786,37628,38920,42957,95032;1;MAPK10;uc010ikg.3;chr4:86952584-86985418|chr4:87080620-87115461
chr4;87028375;87115560;-;3;130,170,99;0,52075,87086;1;MAPK10;uc010ikg.3;chr4:87024397-87028375|chr4:87115560-87275682
chr4;87593517;87622954;+;5;179,66,186,88,561;0,14345,16640,21222,28876;2;PTPN13;NM_006264;chr4:87556524-87593517|chr4:87622954-87637682
chr4;87607862;87614827;+;3;66,186,88;0,2295,6877;1;PTPN13;NM_006264;chr4:87593696-87607862|chr4:87614827-87622393
chr4;87614739;87622954;+;2;88,561;0,7654;7;PTPN13;NM_006264;chr4:87610343-87614739|chr4:87622954-87637682
chr4;87614739;87672277;+;14;88,561,96,94,223,75,175,154,139,153,183,163,418,98;0,7654,22943,23437,28625,38813,39005,40716,41150,42007,48047,51379,56883,57440;1;PTPN13;NM_006264;chr4:87610343-87614739|chr4:87672277-87679412
chr4;87622393;87622954;+;1;561;0;5;PTPN13;NM_006264;chr4:87614827-87622393|chr4:87622954-87637682
chr4;87622393;87643587;+;4;561,96,94,223;0,15289,15783,20971;1;PTPN13;NM_006264;chr4:87614827-87622393|chr4:87643587-87653552
chr4;87685745;87689129;+;4;132,94,86,160;0,802,1839,3224;6;PTPN13;NM_006264;chr4:87684343-87685745|chr4:87689129-87690921
chr4;87693930;87696805;+;4;181,159,172,211;0,1595,2393,2664;4;PTPN13;NM_006264;chr4:87692688-87693930|chr4:87696805-87701554
chr4;87693930;87720357;+;11;181,159,172,211,71,62,94,138,89,56,104;0,1595,2393,2664,7624,9423,11687,12453,13070,24096,26323;1;PTPN13;NM_006264;chr4:87692688-87693930|chr4:87720357-87724861
chr4;87724861;87729050;+;3;149,91,338;0,1570,3851;1;PTPN13;NM_006264;chr4:87720357-87724861|chr4:87729050-87730921
chr4;87967317;87968746;+;2;121,900;0,529;46;AFF1;uc003hqh.2;chr4:87869723-87967317|chr4:87968746-88005274
chr4;87967317;88016121;+;5;121,900,45,37,55;0,529,37954,45627,48749;1;AFF1;uc011ccy.2;chr4:87869723-87967317|chr4:88016121-88026779
chr4;88035518;88036451;+;1;933;0;1;AFF1;NM_001166693;chr4:88029467-88035518|chr4:88036451-88046188
chr4;88091230;88106951;-;6;160,169,112,144,187,549;0,368,6678,8398,13124,15172;1;KLHL8;uc011cdb.1;chr4:88085231-88091230|chr4:88106951-88116475
chr4;88091230;88116842;-;7;160,169,112,144,187,549,367;0,368,6678,8398,13124,15172,25245;2;KLHL8;uc011cdb.1;chr4:88085231-88091230|chr4:88116842-88141186
chr4;88099628;88116842;-;4;144,187,549,367;0,4726,6774,16847;1;KLHL8;uc011cdb.1;chr4:88098020-88099628|chr4:88116842-88141186
chr4;88116475;88116842;-;1;367;0;25;KLHL8;uc011cdb.1;chr4:88106951-88116475|chr4:88116842-88141186
chr4;88940609;88964609;+;4;114,134,251,225;0,16762,18793,23775;1;PKD2;NM_000297;chr4:88929480-88940609|chr4:88964609-88967793
chr4;88957371;88987031;+;10;134,251,225,229,168,182,121,99,122,118;0,2031,7013,10422,15771,19866,21763,25686,29154,29542;1;PKD2;NM_000297;chr4:88940723-88957371|chr4:88987031-88989049
chr4;88957371;88989213;+;11;134,251,225,229,168,182,121,99,122,118,164;0,2031,7013,10422,15771,19866,21763,25686,29154,29542,31678;1;PKD2;NM_000297;chr4:88940723-88957371|chr4:88989213-88995963
chr4;88959402;88973310;+;4;251,225,229,168;0,4982,8391,13740;3;PKD2;NM_000297;chr4:88957505-88959402|chr4:88973310-88977237
chr4;88959402;88987031;+;9;251,225,229,168,182,121,99,122,118;0,4982,8391,13740,17835,19732,23655,27123,27511;4;PKD2;NM_000297;chr4:88957505-88959402|chr4:88987031-88989049
chr4;88964384;88964609;+;1;225;0;3;PKD2;NM_000297;chr4:88959653-88964384|chr4:88964609-88967793
chr4;88973142;88989213;+;7;168,182,121,99,122,118,164;0,4095,5992,9915,13383,13771,15907;2;PKD2;NM_000297;chr4:88968022-88973142|chr4:88989213-88995963
chr4;88983057;88989213;+;4;99,122,118,164;0,3468,3856,5992;3;PKD2;NM_000297;chr4:88979255-88983057|chr4:88989213-88995963
chr4;89570990;89579642;+;7;160,77,222,92,131,161,77;0,2172,3029,4202,5334,6035,8575;1;HERC3;NM_001271602;chr4:89516765-89570990|chr4:89579642-89583581
chr4;89570990;89608450;+;20;160,77,222,92,131,161,77,125,60,112,190,164,114,24,90,171,144,167,67,83;0,2172,3029,4202,5334,6035,8575,12591,14313,17537,18052,20020,20299,26378,26494,28124,30253,31319,36896,37377;1;HERC3;NM_001271602;chr4:89516765-89570990|chr4:89608450-89625248
chr4;89583581;89625761;+;15;125,60,112,190,164,114,24,90,171,144,167,67,83,184,103;0,1722,4946,5461,7429,7708,13787,13903,15533,17662,18728,24305,24786,41667,42077;1;HERC3;NM_001271602;chr4:89579642-89583581|chr4:89625761-89627902
chr4;898424;907456;-;4;143,115,60,62;0,7036,8098,8970;1;GAK;NM_005255;chr4:891946-898424|chr4:907456-925830
chr4;90830426;90833201;+;2;120,107;0,2668;1;MMRN1;uc010iku.3;chr4:90816745-90830426|chr4:90833201-90844318
chr4;90830426;90849119;+;4;120,107,105,174;0,2668,13892,18519;1;MMRN1;uc010iku.3;chr4:90816745-90830426|chr4:90849119-90872755
chr4;90844318;90857949;+;3;105,174,1989;0,4627,11642;1;MMRN1;NM_007351;chr4:90833201-90844318|chr4:90857949-90872755
chr4;90848945;90857949;+;2;174,1989;0,7015;1;MMRN1;NM_007351;chr4:90844423-90848945|chr4:90857949-90872755
chr4;91229394;91234198;+;2;1365,185;0,4619;13;CCSER1;uc010ikv.2;chr4:91048982-91229394|chr4:91234198-91321186
chr4;91389384;91736996;+;5;121,208,91,78,84;0,159791,195611,255680,347528;1;CCSER1;uc010ikv.2;chr4:91321280-91389384|chr4:91736996-91844520
chr4;91549175;91645142;+;3;208,91,78;0,35820,95889;1;CCSER1;uc010ikv.2;chr4:91389505-91549175|chr4:91645142-91736912
chr4;94376812;94436562;+;3;313,139,196;0,34977,59554;1;GRID2;NM_001510;chr4:94344119-94376812|chr4:94436562-94547419
chr4;95147269;95162157;+;4;178,169,67,101;0,7835,10833,14787;1;SMARCAD1;NM_001128430;chr4:95129735-95147269|chr4:95162157-95170804
chr4;95155104;95191969;+;8;169,67,101,102,82,392,200,91;0,2998,6952,15700,16798,18662,30753,36774;1;SMARCAD1;NM_001128430;chr4:95147447-95155104|chr4:95191969-95194767
chr4;95185857;95206220;+;14;200,91,100,60,76,136,138,96,118,128,189,119,183,110;0,6021,8910,10031,10183,11632,12315,13715,13909,14216,15885,16765,18414,20253;2;SMARCAD1;NM_001128430;chr4:95174158-95185857|chr4:95206220-95210623
chr4;95204271;95206220;+;2;183,110;0,1839;1;SMARCAD1;NM_001128430;chr4:95202741-95204271|chr4:95206220-95210623
chr4;95583572;95585186;+;2;116,58;0,1556;1;PDLIM5;NM_001256427;chr4:95578698-95583572|chr4:95585186-95587175
chr4;95796981;95917285;+;2;70,95;0,120209;1;BMPR1B;NM_001203;chr4:95679219-95796981|chr4:95917285-96025558
chr4;96025558;96052663;+;7;160,103,103,97,139,193,298;0,10312,11277,19402,20575,25454,26807;3;BMPR1B;NM_001203;chr4:95917285-96025558|chr4:96052663-96069898
chr4;96035870;96052663;+;6;103,103,97,139,193,298;0,965,9090,10263,15142,16495;2;BMPR1B;NM_001203;chr4:96025718-96035870|chr4:96052663-96069898
chr4;99030343;99055610;-;3;113,165,113;0,19235,25154;2;STPG2;NM_174952;chr4:99027215-99030343|chr4:99055610-99064192
chr4;99049578;99055610;-;2;165,113;0,5919;1;STPG2;NM_174952;chr4:99030456-99049578|chr4:99055610-99064192
