Chromosome;Start;End;Strand;Number of included exons;Exon sizes;Exon offsets (0 base);Junction reads;Gene symbol;Transcript id;Flanking introns
chr6;142221459;142231148;-;2;88,114;0,9575;1;AK097143;uc003qit.1;chr6:141941447-142221459|chr6:142231148-142351299
chr6;143486218;143605362;+;2;102,116;0,119028;1;AIG1;uc003qjf.3;chr6:143458127-143486218|chr6:143605362-143654418
chr6;144808683;144832259;+;7;150,162,129,174,156,171,180;0,1125,2523,3381,5753,11709,23396;1;UTRN;NM_007124;chr6:144806655-144808683|chr6:144832259-144835044
chr6;145103057;145124283;+;5;202,86,158,167,112;0,7272,11912,15902,21114;1;UTRN;NM_007124;chr6:145095500-145103057|chr6:145124283-145142017
chr6;146125507;146127557;-;1;2050;0;1;FBXO30;NM_032145;chr6:146121445-146125507|chr6:146127557-146135738
chr6;147588219;147599340;+;2;84,124;0,10997;1;STXBP5;NM_001127715;chr6:147583489-147588219|chr6:147599340-147612229
chr6;149275007;149285699;+;2;80,154;0,10538;1;UST;NM_005715;chr6:149262570-149275007|chr6:149285699-149340274
chr6;149893420;149903739;+;6;60,97,152,157,131,164;0,222,6537,7549,8308,10155;1;GINM1;NM_138785;chr6:149887670-149893420|chr6:149903739-149911862
chr6;150092297;150114805;+;4;105,32,105,121;0,1976,18792,22387;1;PCMT1;NM_001252053;chr6:150071092-150092297|chr6:150114805-150117550
chr6;150147399;150157433;-;2;96,213;0,9821;1;LRP11;NM_032832;chr6:150141839-150147399|chr6:150157433-150158473
chr6;151226785;151247431;+;4;112,92,98,174;0,12927,16555,20472;1;MTHFD1L;uc011een.2;chr6:151209117-151226785|chr6:151247431-151257939
chr6;151336015;151336829;+;2;101,178;0,636;1;MTHFD1L;uc011een.2;chr6:151334956-151336015|chr6:151336829-151355628
chr6;151738413;151757689;-;8;121,77,65,107,101,40,76,135;0,3966,5262,6246,10203,12859,15876,19141;1;RMND1;uc011eeq.2;chr6:151726971-151738413|chr6:151757689-151765600
chr6;153294180;153296756;-;2;91,715;0,1861;1;FBXO5;NM_012177;chr6:153293589-153294180|chr6:153296756-153303991
chr6;153296041;153296756;-;1;715;0;1;FBXO5;NM_012177;chr6:153294271-153296041|chr6:153296756-153303991
chr6;15374347;15452406;+;3;136,142,170;0,36107,77889;1;JARID2;NM_004973;chr6:15246815-15374347|chr6:15452406-15468772
chr6;15374347;15468949;+;3;136,142,177;0,36107,94425;1;JARID2;uc011diu.1;chr6:15245838-15374347|chr6:15468949-15487537
chr6;15410454;15452406;+;2;142,170;0,41782;1;JARID2;NM_004973;chr6:15374483-15410454|chr6:15452406-15468772
chr6;155485548;155490050;+;3;186,147,72;0,848,4430;1;TIAM2;uc003qqf.3;chr6:155469468-155485548|chr6:155490050-155497949
chr6;155497949;155504634;+;5;162,105,79,93,264;0,2223,2562,5410,6421;1;TIAM2;uc003qqb.3;chr6:155486543-155497949|chr6:155504634-155532337
chr6;157150360;157150555;+;1;195;0;1;ARID1B;NM_017519;chr6:157100605-157150360|chr6:157150555-157222509
chr6;158850767;158882761;+;4;162,181,135,167;0,19260,22398,31827;1;TULP4;uc011efo.2;chr6:158834225-158850767|chr6:158882761-158900782
chr6;158994451;159029782;+;9;104,56,91,122,111,81,100,131,92;0,7520,10534,11884,16252,31847,33824,34913,35239;1;TMEM181;NM_020823;chr6:158957897-158994451|chr6:159029782-159044581
chr6;16658006;16754322;-;3;126,115,49;0,95457,96267;1;ATXN1;NM_000332;chr6:16586138-16658006|chr6:16754322-16761528
chr6;166843940;166845978;-;2;159,90;0,1948;1;RPS6KA2;uc011ego.1;chr6:166836905-166843940|chr6:166845978-166862211
chr6;167435896;167458064;+;6;227,110,69,40,97,172;0,2376,4138,10194,11466,21996;1;CCR6;uc003qvl.3;chr6:167424381-167435896|chr6:167458064-167548421
chr6;169982931;170002417;-;2;99,103;0,19383;1;WDR27;uc003qwv.2;chr6:169858559-169982931|chr6:170002417-170033042
chr6;169982931;170064382;-;17;99,103,98,122,98,134,122,90,98,78,79,83,122,68,104,121,121;0,19383,30723,50111,51592,53535,55703,60861,64937,66362,69094,75440,76250,76615,77827,79468,81330;1;WDR27;NM_001202550;chr6:169857729-169982931|chr6:170064382-170065581
chr6;170162524;170168267;+;3;103,30,69;0,4209,5674;1;ERMARD;NM_001278531;chr6:170160852-170162524|chr6:170168267-170169635
chr6;170626457;170639638;+;3;1755,181,102;0,5709,13079;1;FAM120B;uc003qxo.1;chr6:170615930-170626457|chr6:170639638-170657238
chr6;17624791;17640295;-;6;273,357,885,195,618,126;0,1247,4094,8089,12592,15378;1;NUP153;NM_001278209;chr6:17616926-17624791|chr6:17640295-17646297
chr6;17624791;17646385;-;7;273,357,885,195,618,126,88;0,1247,4094,8089,12592,15378,21506;1;NUP153;NM_001278209;chr6:17616926-17624791|chr6:17646385-17648037
chr6;17661883;17665616;-;3;127,53,147;0,365,3586;1;NUP153;NM_001278209;chr6:17652157-17661883|chr6:17665616-17669205
chr6;18160113;18166609;+;4;100,128,90,112;0,1444,2952,6384;1;KDM1B;NM_153042;chr6:18156157-18160113|chr6:18166609-18171593
chr6;18191427;18197892;+;3;185,177,75;0,5860,6390;1;KDM1B;uc003nco.1;chr6:18188233-18191427|chr6:18197892-18200669
chr6;18236682;18250070;-;3;149,136,189;0,929,13199;1;DEK;NM_001134709;chr6:18226473-18236682|chr6:18250070-18255961
chr6;1930336;2117790;-;5;128,105,193,110,88;0,29764,30671,185668,187366;1;GMDS;NM_001253846;chr6:1742820-1930336|chr6:2117790-2124920
chr6;2116004;2117790;-;2;110,88;0,1698;1;GMDS;NM_001253846;chr6:1961200-2116004|chr6:2117790-2124920
chr6;21783862;21979291;+;4;77,84,134,118;0,19025,125838,195311;1;CASC15;NR_015410;chr6:21669130-21783862|chr6:21979291-22020567
chr6;24405395;24409801;+;3;74,37,113;0,3240,4293;1;MRS2;uc003nea.3;chr6:24403464-24405395|chr6:24409801-24412449
chr6;24405395;24416741;+;6;74,37,113,174,131,117;0,3240,4293,7054,9865,11229;1;MRS2;uc003nea.3;chr6:24403464-24405395|chr6:24416741-24418311
chr6;24409688;24412623;+;2;113,174;0,2761;1;MRS2;uc003nea.3;chr6:24408672-24409688|chr6:24412623-24415260
chr6;24472809;24475459;-;3;55,49,111;0,1037,2539;1;GPLD1;NM_001503;chr6:24467502-24472809|chr6:24475459-24476408
chr6;24502750;24528394;+;7;84,171,117,144,144,159,170;0,740,2346,12644,17878,20244,25474;1;ALDH5A1;NM_001080;chr6:24495578-24502750|chr6:24528394-24532346
chr6;24653210;24654758;-;2;171,119;0,1429;1;TDP2;NM_016614;chr6:24651297-24653210|chr6:24654758-24658039
chr6;25466100;25472749;+;3;76,89,95;0,5296,6554;1;LRRC16A;NM_001173977;chr6:25450939-25466100|chr6:25472749-25482484
chr6;34024320;34101636;-;5;141,155,136,217,882;0,2430,5349,35339,76434;1;GRM4;NM_000841;chr6:34008525-34024320|chr6:34101636-34113776
chr6;34208513;34211295;+;3;146,84,51;0,1975,2731;1;HMGA1;NM_002131;chr6:34205094-34208513|chr6:34211295-34212607
chr6;34801993;34803241;+;3;190,141,171;0,504,1077;1;UHRF1BP1;NM_017754;chr6:34791125-34801993|chr6:34803241-34803932
chr6;35842009;35854588;-;2;107,88;0,12491;1;SRPK1;uc003olh.3;chr6:35840505-35842009|chr6:35854588-35855800
chr6;37280693;37281667;+;2;107,76;0,898;1;TBC1D22B;NM_017772;chr6:37259133-37280693|chr6:37281667-37284478
chr6;41740535;41745914;-;4;162,187,89,144;0,2621,4124,5235;1;FRS3;uc003orc.1;chr6:41739702-41740535|chr6:41745914-41747553
chr6;42571325;42582916;+;5;131,139,63,121,108;0,2133,3001,8583,11483;1;UBR2;NM_001184801;chr6:42562042-42571325|chr6:42582916-42583739
chr6;42778043;42819935;+;6;96,46,49,69,1680,106;0,11712,12490,12629,18187,41786;1;GLTSCR1L;uc003osn.1;chr6:42749839-42778043|chr6:42819935-42821375
chr6;43023282;43024183;-;4;74,111,116,139;0,352,536,762;1;MRPL2;NM_015950;chr6:43022224-43023282|chr6:43024183-43025802
chr6;43106586;43107263;+;3;134,136,120;0,287,557;1;PTK7;NM_002821;chr6:43100425-43106586|chr6:43107263-43109405
chr6;43465618;43471246;+;7;97,126,29,162,67,30,108;0,1094,2863,3645,4402,4707,5520;1;TJAP1;NM_001146016;chr6:43445970-43465618|chr6:43471246-43471360
chr6;43501643;43521240;-;8;101,182,100,200,90,42,156,131;0,12664,13701,14354,15582,15986,17391,19466;1;XPO5;NM_020750;chr6:43499313-43501643|chr6:43521240-43523572
chr6;43514307;43521240;-;7;182,100,200,90,42,156,131;0,1037,1690,2918,3322,4727,6802;1;XPO5;NM_020750;chr6:43501744-43514307|chr6:43521240-43523572
chr6;43514307;43540315;-;18;182,100,200,90,42,156,131,129,91,126,84,100,77,186,27,183,138,73;0,1037,1690,2918,3322,4727,6802,9265,11930,13607,14353,15676,19089,20598,22140,23931,24286,25935;1;XPO5;NM_020750;chr6:43501744-43514307|chr6:43540315-43541216
chr6;43533396;43535091;-;2;77,186;0,1509;1;XPO5;NM_020750;chr6:43530083-43533396|chr6:43535091-43536447
chr6;43642938;43643354;-;2;70,124;0,292;1;MRPS18A;NM_018135;chr6:43639643-43642938|chr6:43643354-43646254
chr6;44900389;44922344;-;3;111,108,113;0,20657,21842;1;SUPT3H;uc003oxn.2;chr6:44797594-44900389|chr6:44922344-44929489
chr6;44971389;45333038;-;5;140,91,87,85,101;0,11148,16893,102269,361548;1;SUPT3H;uc003oxn.2;chr6:44929565-44971389|chr6:45333038-45345504
chr6;47575662;47580272;+;3;102,182,64;0,1196,4546;1;CD2AP;NM_012120;chr6:47574013-47575662|chr6:47580272-47591921
chr6;52380803;52381535;-;2;117,110;0,622;1;TRAM2;NM_012288;chr6:52374384-52380803|chr6:52381535-52400580
chr6;532468;576882;-;12;142,117,67,62,60,81,62,122,158,66,125,126;0,16706,21385,22758,23485,24015,30315,31564,32076,32395,40051,44288;1;EXOC2;NM_018303;chr6:499700-532468|chr6:576882-592468
chr6;56391158;56401738;-;8;207,242,85,327,160,167,171,162;0,1132,2480,3087,3613,5983,8761,10418;1;DST;NM_015548;chr6:56382418-56391158|chr6:56401738-56416981
chr6;56433266;56437064;-;3;127,157,167;0,1387,3631;1;DST;NM_015548;chr6:56426998-56433266|chr6:56437064-56437544
chr6;56496008;56501450;-;8;179,158,184,127,155,153,126,96;0,672,1643,2921,3251,3590,4378,5346;1;DST;NM_015548;chr6:56495181-56496008|chr6:56501450-56504056
chr6;71136141;71162274;+;3;94,116,80;0,1865,26053;1;FAM135A;NM_001105531;chr6:71125079-71136141|chr6:71162274-71185112
chr6;71185112;71200786;+;6;140,71,174,127,154,50;0,253,1749,5491,6591,15624;1;FAM135A;NM_001105531;chr6:71162274-71185112|chr6:71200786-71212338
chr6;74175931;74176329;+;2;200,118;0,280;1;MTO1;NM_001123226;chr6:74171794-74175931|chr6:74176329-74183087
chr6;75860856;75904663;-;19;147,165,120,150,122,193,267,273,273,273,273,603,291,174,165,264,60,144,117;0,726,990,1192,3275,4521,5116,14366,23897,26522,29798,31909,32713,37221,38076,38411,40560,41071,43690;1;COL12A1;uc021zbv.1;chr6:75858213-75860856|chr6:75904663-75912435
chr6;75875222;75904663;-;12;273,273,273,273,603,291,174,165,264,60,144,117;0,9531,12156,15432,17543,18347,22855,23710,24045,26194,26705,29324;1;COL12A1;uc021zbv.1;chr6:75866239-75875222|chr6:75904663-75912435
chr6;76357446;76388643;+;10;71,146,298,230,168,34,195,227,110,117;0,11531,15490,18981,22822,27704,28129,29299,30852,31080;1;SENP6;NM_001100409;chr6:76344527-76357446|chr6:76388643-76405519
chr6;76412360;76421132;+;3;428,104,89;0,6882,8683;1;SENP6;NM_001100409;chr6:76407233-76412360|chr6:76421132-76423228
chr6;76532498;76542664;+;4;70,74,130,106;0,5758,7634,10060;1;MYO6;uc003pig.1;chr6:76527381-76532498|chr6:76542664-76545617
chr6;79735235;79752720;-;3;101,222,161;0,424,17324;1;PHIP;NM_017934;chr6:79728876-79735235|chr6:79752720-79770194
chr6;80837263;80912929;+;7;78,69,134,156,109,98,111;0,1614,40131,41328,43735,73387,75555;1;BCKDHB;NM_000056;chr6:80816606-80837263|chr6:80912929-80982851
chr6;82891595;82921289;-;13;150,144,93,164,104,113,122,61,118,102,97,38,83;0,9194,9908,12600,14419,18262,18708,19543,20649,22978,28935,29488,29611;1;IBTK;uc011dyv.1;chr6:82883155-82891595|chr6:82921289-82922423
chr6;82920530;82921289;-;3;97,38,83;0,553,676;1;IBTK;uc011dyv.1;chr6:82914675-82920530|chr6:82921289-82922423
chr6;82933156;82941559;-;5;181,118,171,111,125;0,628,2037,3752,8278;1;IBTK;uc011dyv.1;chr6:82930430-82933156|chr6:82941559-82943875
chr6;83667030;83748204;-;5;139,164,109,70,70;0,61661,65141,66657,81104;1;UBE3D;NM_198920;chr6:83602761-83667030|chr6:83748204-83754146
chr6;83732171;83733757;-;2;109,70;0,1516;1;UBE3D;NM_198920;chr6:83728855-83732171|chr6:83733757-83748134
chr6;83841894;83851765;+;7;153,101,260,1990,112,183,126;0,2011,3443,4997,7824,8045,9745;1;DOPEY1;NM_001199942;chr6:83840116-83841894|chr6:83851765-83855242
chr6;84055891;84061858;-;2;162,76;0,5891;1;ME1;NM_002395;chr6:84025132-84055891|chr6:84061858-84108085
chr6;86223517;86284096;-;25;96,165,124,120,41,112,101,84,202,133,59,125,156,111,81,45,76,157,85,126,88,44,79,77,121;0,270,706,3956,4208,12326,14462,16392,19799,22992,28185,29382,29805,33316,33517,33706,34501,35923,44176,47415,51532,53734,58337,58498,60458;1;SNX14;uc003pkq.3;chr6:86217777-86223517|chr6:86284096-86290913
chr6;86227473;86253478;-;11;120,41,112,101,84,202,133,27,59,125,156;0,252,8370,10506,12436,15843,19036,21082,24229,25426,25849;1;SNX14;uc003pkp.3;chr6:86224347-86227473|chr6:86253478-86256829
chr6;86267693;86275137;-;2;85,88;0,7356;1;SNX14;uc003pkp.3;chr6:86259597-86267693|chr6:86275137-86277251
chr6;86346684;86350282;-;4;177,114,108,119;0,276,3254,3479;1;SYNCRIP;NM_001159676;chr6:86333830-86346684|chr6:86350282-86351009
chr6;87925620;87943245;+;4;155,79,136,203;0,396,2693,17422;1;ZNF292;NM_015021;chr6:87865477-87925620|chr6:87943245-87953192
chr6;88228347;88228457;-;1;110;0;1;RARS2;uc003pmc.3;chr6:88227982-88228347|chr6:88228457-88228541
chr6;88360890;88362967;+;2;220,134;0,1943;1;ORC3;uc011dzn.2;chr6:88346204-88360890|chr6:88362967-88366620
chr6;89479492;89554240;-;3;101,69,165;0,31790,74583;1;RNGTT;NM_003800;chr6:89388138-89479492|chr6:89554240-89559473
chr6;89554075;89614674;-;6;165,72,136,102,110,241;0,5398,9272,46138,47449,60358;1;RNGTT;NM_003800;chr6:89511351-89554075|chr6:89614674-89616083
chr6;89600213;89650899;-;7;102,110,241,76,89,104,110;0,1311,14220,15870,38490,38669,50576;1;RNGTT;NM_003800;chr6:89563483-89600213|chr6:89650899-89673064
chr6;89638703;89650899;-;3;89,104,110;0,179,12086;1;RNGTT;NM_003800;chr6:89616159-89638703|chr6:89650899-89673064
chr6;90087389;90097309;-;4;143,115,200,296;0,1553,2497,9624;1;RRAGD;NM_021244;chr6:90082304-90087389|chr6:90097309-90121564
chr6;90400391;90403902;-;3;162,711,105;0,1770,3406;1;MDN1;NM_014611;chr6:90399862-90400391|chr6:90403902-90405323
chr6;90415777;90428944;-;13;134,116,133,114,221,212,149,209,117,160,262,264,90;0,1302,2437,4622,5977,6516,7089,8484,9594,10591,12307,12708,13077;1;MDN1;NM_014611;chr6:90411780-90415777|chr6:90428944-90432673
chr6;90461149;90463949;-;3;152,111,148;0,2081,2652;1;MDN1;NM_014611;chr6:90460251-90461149|chr6:90463949-90465995
chr6;90463230;90500120;-;17;111,148,114,97,145,104,212,61,149,113,96,82,194,115,104,132,243;0,571,2765,4743,5304,8133,8807,18049,19061,21109,23088,26700,27887,31500,34342,36268,36647;1;MDN1;NM_014611;chr6:90461301-90463230|chr6:90500120-90503480
chr6;90481279;90513273;-;14;61,149,113,96,82,194,115,104,132,243,193,108,225,227;0,1012,3060,5039,8651,9838,13451,16293,18219,18598,22201,22539,23016,31767;1;MDN1;NM_014611;chr6:90472249-90481279|chr6:90513273-90529224
chr6;90491117;90500120;-;5;194,115,104,132,243;0,3613,6455,8381,8760;1;MDN1;NM_014611;chr6:90490012-90491117|chr6:90500120-90503480
chr6;90513046;90513273;-;1;227;0;1;MDN1;NM_014611;chr6:90504520-90513046|chr6:90513273-90529224
chr6;90556280;90566918;+;5;83,69,101,75,116;0,6604,8255,8908,10522;1;CASP8AP2;uc003pns.2;chr6:90539786-90556280|chr6:90566918-90581007
chr6;90564535;90566918;+;3;101,75,116;0,653,2267;1;CASP8AP2;uc003pns.2;chr6:90562953-90564535|chr6:90566918-90581007
chr6;91256976;91281526;-;10;130,131,82,131,129,125,139,46,66,111;0,789,3210,4791,6200,9242,12818,14364,21300,24439;1;MAP3K7;NM_003188;chr6:91246120-91256976|chr6:91281526-91296482
chr6;97626318;97681856;-;7;143,152,151,194,510,227,120;0,965,3461,8054,50451,52983,55418;1;MMS22L;NM_198468;chr6:97621098-97626318|chr6:97681856-97694503
chr6;97715747;97720938;-;4;131,91,178,88;0,2030,4832,5103;1;MMS22L;uc011eaf.2;chr6:97711324-97715747|chr6:97720938-97726724
chr6;99347143;99382755;-;6;214,245,346,584,118,118;0,6158,18106,27209,28437,35494;1;FBXL4;uc003ppg.1;chr6:99328500-99347143|chr6:99382755-99395681
chr6;99860426;99864304;-;3;189,119,80;0,2021,3798;1;PNISR;NM_032870;chr6:99858840-99860426|chr6:99864304-99873090
chr6;99885121;99916494;-;8;154,87,98,667,144,57,92,82;0,2523,6319,8551,27358,27834,29426,31291;1;USP45;NM_001080481;chr6:99883722-99885121|chr6:99916494-99924018
chr6;99887644;99913012;-;5;87,98,667,144,57;0,3796,6028,24835,25311;1;USP45;uc003ppw.2;chr6:99885275-99887644|chr6:99913012-99924018
chr6;99912479;99958106;-;12;144,57,92,82,88,131,96,140,101,104,173,110;0,476,2068,3933,11539,18149,23596,24077,39161,42824,44006,45517;1;USP45;NM_001080481;chr6:99894339-99912479|chr6:99958106-99962729
chr6_mcf_hap5;3560079;3563018;-;6;154,88,118,153,146,160;0,350,661,1214,1636,2779;1;NOTCH4;NM_004557;chr6_mcf_hap5:3558545-3560079|chr6_mcf_hap5:3563018-3564571
chr7;100146444;100148134;+;2;94,116;0,1574;1;AGFG2;uc003uvg.1;chr7:100137190-100146444|chr7:100148134-100153232
chr7;100279694;100279858;-;1;164;0;1;GIGYF1;NM_022574;chr7:100279616-100279694|chr7:100279858-100279944
chr7;100283802;100284442;-;2;254,171;0,469;1;GIGYF1;NM_022574;chr7:100283702-100283802|chr7:100284442-100284628
chr7;101559394;101713697;+;3;111,48,79;0,111983,154224;1;CUX1;NM_001202543;chr7:101459373-101559394|chr7:101713697-101740643
chr7;101671377;101821937;+;9;48,79,138,124,77,67,49,105,189;0,42241,69266,76238,83600,87109,130462,142348,150371;1;CUX1;NM_001202543;chr7:101559505-101671377|chr7:101821937-101833092
chr7;101842081;101843452;+;2;66,102;0,1269;1;CUX1;NM_001202543;chr7:101840585-101842081|chr7:101843452-101844639
chr7;101950003;101952188;+;2;102,92;0,2093;1;SH2B2;NM_020979;chr7:101944563-101950003|chr7:101952188-101957650
chr7;102038066;102047945;+;4;79,101,86,65;0,1928,6978,9814;1;LOC100630923;NR_038967;chr7:102016769-102038066|chr7:102047945-102065460
chr7;102279160;102279646;-;2;121,77;0,409;1;RASA4;uc011klb.2;chr7:102264798-102279160|chr7:102279646-102280650
chr7;102603979;102669865;-;6;133,96,168,110,149,68;0,4489,61530,63916,65067,65818;1;FBXL13;NM_145032;chr7:102572380-102603979|chr7:102669865-102696090
chr7;102665509;102669865;-;4;168,110,149,68;0,2386,3537,4288;1;FBXL13;NM_145032;chr7:102608564-102665509|chr7:102669865-102696090
chr7;104714065;104715262;+;2;59,173;0,1024;1;KMT2E;uc010lja.1;chr7:104707254-104714065|chr7:104715262-104716489
chr7;104714065;104717880;+;5;59,173,39,231,131;0,1024,2424,3344,3684;1;KMT2E;uc010lja.1;chr7:104707254-104714065|chr7:104717880-104719292
chr7;104714065;104719410;+;6;59,173,39,231,131,118;0,1024,2424,3344,3684,5227;1;KMT2E;uc010lja.1;chr7:104707254-104714065|chr7:104719410-104722134
chr7;105099614;105148991;-;14;92,130,102,127,161,62,126,129,78,112,145,102,85,430;0,3453,6145,9169,11520,12964,21884,23144,32372,35974,43252,46787,47021,48947;1;PUS7;NM_019042;chr7:105098373-105099614|chr7:105148991-105162498
chr7;105103067;105108910;-;3;130,102,127;0,2692,5716;1;PUS7;uc010lji.3;chr7:105099706-105103067|chr7:105108910-105111134
chr7;105733394;105739728;-;3;189,208,125;0,4741,6209;1;SYPL1;NM_182715;chr7:105732385-105733394|chr7:105739728-105752585
chr7;106850970;106851670;-;2;80,127;0,573;1;COG5;NM_006348;chr7:106844075-106850970|chr7:106851670-106871059
chr7;11030329;11151094;+;14;145,160,112,138,147,271,107,96,104,132,169,51,122,118;0,23044,32165,37978,44937,45715,46282,48057,49969,51980,60909,71088,71261,120647;1;PHF14;NR_033436;chr7:11014572-11030329|chr7:11151094-11209042
chr7;111448876;111508210;-;9;59,101,76,95,99,135,128,193,171;0,480,3053,13541,25767,35942,38178,54551,59163;1;DOCK4;uc003vfw.3;chr7:111430661-111448876|chr7:111508210-111509629
chr7;120478830;120480163;-;2;136,83;0,1250;1;TSPAN12;NM_012338;chr7:120455857-120478830|chr7:120480163-120496751
chr7;121000096;121023064;-;7;85,51,59,124,30,105,54;0,2854,4087,11257,12067,18867,22914;1;FAM3C;NM_001040020;chr7:120991323-121000096|chr7:121023064-121036255
chr7;121732896;121773795;-;16;109,111,127,122,68,60,112,123,149,128,79,147,68,85,177,225;0,205,5607,5902,8528,8778,20275,20755,22231,23790,24036,25464,25720,33532,36518,40674;1;AASS;NM_005763;chr7:121731897-121732896|chr7:121773795-121784214
chr7;121756686;121758684;-;4;128,79,147,68;0,246,1674,1930;1;AASS;uc003vka.3;chr7:121755276-121756686|chr7:121758684-121766428
chr7;123329095;123349277;-;9;109,521,154,43,169,24,97,87,135;0,3305,5673,6781,7537,15592,17235,17698,20047;1;WASL;NM_003941;chr7:123324634-123329095|chr7:123349277-123388671
chr7;127447537;127528065;+;3;90,101,111;0,36839,80417;1;SND1;NM_014390;chr7:127361454-127447537|chr7:127528065-127544799
chr7;128843224;128846428;+;5;206,210,173,220,124;0,1819,2226,2766,3080;1;SMO;NM_005631;chr7:128829323-128843224|chr7:128846428-128848599
chr7;129028896;129053529;+;10;144,101,103,95,107,117,64,89,71,95;0,578,8166,11234,14323,16041,16780,17322,20420,24538;1;AHCYL2;NM_001130720;chr7:129019590-129028896|chr7:129053529-129062680
chr7;129297182;129330386;+;4;232,115,127,141;0,14086,20289,33063;1;NRF1;uc003vpa.3;chr7:129251665-129297182|chr7:129330386-129348914
chr7;129665997;129679387;-;3;155,128,84;0,2744,13306;1;ZC3HC1;uc010lma.3;chr7:129664346-129665997|chr7:129679387-129680790
chr7;129760588;129762042;+;2;155,149;0,1305;1;KLHDC10;NM_014997;chr7:129756506-129760588|chr7:129762042-129764290
chr7;129821462;129832663;-;4;97,72,176,202;0,2561,3569,10999;1;TMEM209;NM_032842;chr7:129818367-129821462|chr7:129832663-129841689
chr7;131060182;131073731;+;3;70,143,89;0,11696,13460;1;MKLN1;NM_001145354;chr7:130827700-131060182|chr7:131073731-131082025
chr7;131190626;131196192;-;7;168,62,148,78,221,96,606;0,392,711,3083,3497,4368,4960;1;PODXL;NM_001018111;chr7:131189267-131190626|chr7:131196192-131241018
chr7;132959736;133059756;+;6;190,195,185,107,244,175;0,13939,30894,42301,81347,99845;1;EXOC4;uc003vri.3;chr7:132937943-132959736|chr7:133059756-133160081
chr7;135269579;135276348;+;4;176,117,138,151;0,2743,3023,6618;1;NUP205;NM_015135;chr7:135263663-135269579|chr7:135276348-135277734
chr7;138189034;138200104;+;2;119,148;0,10922;1;TRIM24;NM_003852;chr7:138145657-138189034|chr7:138200104-138203933
chr7;138209985;138252399;+;6;117,115,147,118,167,174;0,3875,13416,25822,29457,42240;1;TRIM24;NM_003852;chr7:138204066-138209985|chr7:138252399-138255574
chr7;138209985;138255748;+;7;117,115,147,118,167,174,174;0,3875,13416,25822,29457,42240,45589;1;TRIM24;NM_003852;chr7:138204066-138209985|chr7:138255748-138258251
chr7;138239442;138258387;+;4;167,174,174,136;0,12783,16132,18809;1;TRIM24;NM_003852;chr7:138235925-138239442|chr7:138258387-138261117
chr7;138261117;138264277;+;3;73,169,329;0,1047,2831;1;TRIM24;NM_003852;chr7:138258387-138261117|chr7:138264277-138265306
chr7;138921750;138958820;+;10;93,102,138,104,490,71,130,119,114,144;0,14951,21483,22262,24247,29328,32389,35317,36292,36926;1;UBN2;NM_173569;chr7:138916698-138921750|chr7:138958820-138960842
chr7;139818912;139820329;-;2;107,88;0,1329;1;JHDM1D;NM_030647;chr7:139813382-139818912|chr7:139820329-139824420
chr7;140158806;140159736;-;2;227,230;0,700;1;MKRN1;uc003vvs.2;chr7:140156666-140158806|chr7:140159736-140171682
chr7;140439611;140454033;-;4;135,132,119,47;0,9475,13463,14375;1;BRAF;NM_004333;chr7:140434570-140439611|chr7:140454033-140476711
chr7;140476711;140508795;-;10;177,85,118,137,37,160,120,149,103,104;0,1079,4664,6109,10636,17396,23450,24500,31048,31980;1;BRAF;NM_004333;chr7:140454033-140476711|chr7:140508795-140534408
chr7;141310994;141315365;+;3;93,33,95;0,2951,4276;1;AGK;uc011krg.1;chr7:141301080-141310994|chr7:141315365-141321531
chr7;141385277;141386458;-;2;159,100;0,1081;1;KIAA1147;NM_001080392;chr7:141374020-141385277|chr7:141386458-141401685
chr7;142989392;142989791;+;2;168,82;0,317;1;CASP2;NM_032982;chr7:142988783-142989392|chr7:142989791-142991322
chr7;144228156;144304143;-;4;106,112,147,122;0,17427,60359,75865;1;TPK1;uc003wep.3;chr7:144150756-144228156|chr7:144304143-144320258
chr7;148851036;148864022;+;3;396,127,114;0,12213,12872;1;ZNF398;NM_020781;chr7:148826036-148851036|chr7:148864022-148873559
chr7;148863249;148864022;+;2;127,114;0,659;1;ZNF398;NM_020781;chr7:148851432-148863249|chr7:148864022-148873559
chr7;151917607;151935911;-;9;213,66,110,165,182,105,102,117,120;0,1478,2050,3492,3912,9400,9697,15294,18184;1;KMT2C;NM_170606;chr7:151904513-151917607|chr7:151935911-151944986
chr7;151960100;152012423;-;6;115,172,163,110,149,201;0,2022,10689,46950,48782,52122;1;KMT2C;NM_170606;chr7:151949800-151960100|chr7:152012423-152027685
chr7;152480271;152513673;+;5;56,125,111,96,108;0,17344,18434,31363,33294;1;ACTR3B;NM_001040135;chr7:152457011-152480271|chr7:152513673-152517383
chr7;154774928;154790494;-;4;114,64,44,135;0,7787,10507,15431;1;PAXIP1;NM_007349;chr7:154768041-154774928|chr7:154790494-154794558
chr7;155499553;155511137;+;3;209,253,59;0,4343,11525;1;RBM33;NM_053043;chr7:155493638-155499553|chr7:155511137-155530223
chr7;155556505;155567341;+;3;207,189,89;0,2655,10747;1;RBM33;NM_053043;chr7:155538296-155556505|chr7:155567341-155567686
chr7;156526870;156619438;-;7;81,73,65,69,127,104,140;0,22216,27957,28931,29492,62212,92428;1;LMBR1;NM_022458;chr7:156521414-156526870|chr7:156619438-156626446
