Chromosome,Start,End,Strand,H9_JReads,FB_JReads,geneName,H9_RPKM,FB_RPKM,log2FoldChange_mRNA,log2FoldChange_circ,Total_Sites_Per_circ,Effective_sites,quartile
chr5,176671195,176678854,+,1,2,NSD1,24.52,11.72,-1.0649864092685335,1,11,16.5,++ sites
chr5,176963358,176966148,-,1,4,FAM193B,0.96,2.34,1.2854022188622483,2,8,20,++ sites
chr5,179132679,179137066,+,1,5,CANX,148.88,157.98,0.08559196670806755,2.321928094887362,9,27,+++ sites
chr5,179135239,179136060,+,1,2,CANX,148.88,157.98,0.08559196670806755,1,2,3,- sites
chr5,179135239,179137066,+,1,2,CANX,148.88,157.98,0.08559196670806755,1,4,6,+ sites
chr5,179195850,179198244,+,1,4,MAML1,9.43,8.58,-0.13628012317555097,2,2,5,+ sites
chr5,179956274,179980471,+,1,5,CNOT6,14.92,26.85,0.8476745526175373,2.321928094887362,7,21,++ sites
chr5,179976930,179977117,+,1,2,CNOT6,14.92,26.85,0.8476745526175373,1,6,9,+ sites
chr5,179976930,179980471,+,2,11,CNOT6,14.92,26.85,0.8476745526175373,2.4594316186372973,6,39,+++ sites
chr5,179994087,179995003,+,1,2,CNOT6,14.92,26.85,0.8476745526175373,1,5,7.5,+ sites
chr5,179996109,179998432,+,1,4,CNOT6,14.92,26.85,0.8476745526175373,2,3,7.5,+ sites
chr6,532468,576882,-,2,6,EXOC2,19.03,18.86,-0.0129458855989255,1.584962500721156,5,20,++ sites
chr6,3076997,3085642,+,1,2,RIPK1,9.96,3.81,-1.386354744574759,1,1,1.5,- sites
chr6,4042720,4044257,+,1,2,PRPF4B,29.35,26.82,-0.13005126609294068,1,3,4.5,- sites
chr6,4042720,4047482,+,1,2,PRPF4B,29.35,26.82,-0.13005126609294068,1,8,12,++ sites
chr6,4891946,4892613,+,6,44,CDYL,18.49,5.89,-1.650405685573735,2.8744691179161412,2,50,+++ sites
chr6,7176887,7189555,+,1,2,RREB1,2.9,0.6,-2.273018494406416,1,12,18,++ sites
chr6,12120122,12126103,+,1,3,HIVEP1,5.2,3.91,-0.41134301572110227,1.584962500721156,62,124,+++ sites
chr6,13579682,13584457,+,2,2,SIRT5,3.76,3.55,-0.08291363728559294,0,2,4,- sites
chr6,13579682,13601181,+,1,3,SIRT5,3.76,3.55,-0.08291363728559294,1.584962500721156,2,4,- sites
chr6,13632601,13644961,-,3,9,RANBP9,21.43,26.03,0.2805434617275648,1.584962500721156,9,54,+++ sites
chr6,13632601,13659064,-,1,5,RANBP9,21.43,26.03,0.2805434617275648,2.321928094887362,9,27,+++ sites
chr6,13639794,13644961,-,2,7,RANBP9,21.43,26.03,0.2805434617275648,1.8073549220576042,3,13.5,++ sites
chr6,15374347,15468949,+,2,2,JARID2,62,12.76,-2.2806398863967305,0,1,2,- sites
chr6,15452236,15452406,+,1,2,JARID2,62,12.76,-2.2806398863967305,1,1,1.5,- sites
chr6,16326624,16328701,-,1,6,ATXN1,0.37,5.4,3.867362231421881,2.584962500721156,2,7,+ sites
chr6,16522857,16753578,-,1,2,ATXN1,0.37,5.4,3.867362231421881,1,34,51,+++ sites
chr6,16586010,16753578,-,1,2,ATXN1,0.37,5.4,3.867362231421881,1,34,51,+++ sites
chr6,17669205,17669777,-,1,2,NUP153,46.5,25.2,-0.8838069824954774,1,3,4.5,- sites
chr6,17675135,17676001,-,1,3,NUP153,46.5,25.2,-0.8838069824954774,1.584962500721156,18,36,+++ sites
chr6,18236682,18237747,-,1,4,DEK,165.73,149.29,-0.1507172473608857,2,5,12.5,++ sites
chr6,18236682,18258636,-,9,24,DEK,165.73,149.29,-0.1507172473608857,1.4150374992788437,7,115.5,+++ sites
chr6,18249881,18258636,-,1,3,DEK,165.73,149.29,-0.1507172473608857,1.584962500721156,2,4,- sites
chr6,24716375,24716552,-,1,2,C6orf62,76.18,53.24,-0.5169017166514485,1,16,24,++ sites
chr6,34574331,34614575,-,3,2,C6orf106,26.64,8.37,-1.6702945545209187,-0.5849625007211563,7,17.5,++ sites
chr6,34574331,34622556,-,1,2,C6orf106,26.64,8.37,-1.6702945545209187,1,7,10.5,+ sites
chr6,34614377,34614575,-,1,2,C6orf106,26.64,8.37,-1.6702945545209187,1,5,7.5,+ sites
chr6,34789429,34804125,+,1,2,UHRF1BP1,9.93,8.13,-0.28853836545334605,1,1,1.5,- sites
chr6,35586872,35610620,-,3,6,FKBP5,9.15,2.76,-1.7291034763932358,1,5,22.5,++ sites
chr6,35806113,35840505,-,1,2,SRPK1,61.75,28.37,-1.1220729860850434,1,9,13.5,++ sites
chr6,35806113,35888305,-,1,2,SRPK1,61.75,28.37,-1.1220729860850434,1,15,22.5,++ sites
chr6,35825037,35840505,-,1,3,SRPK1,61.75,28.37,-1.1220729860850434,1.584962500721156,8,16,++ sites
chr6,36040649,36070426,+,1,2,MAPK14,16.76,10.34,-0.696785963384417,1,4,6,+ sites
chr6,37897734,38050233,+,1,2,ZFAND3,9.74,18.85,0.9525708460736845,1,4,6,+ sites
chr6,38545375,38565897,-,1,5,BTBD9,0.52,2.76,2.408084738637077,2.321928094887362,2,6,+ sites
chr6,38560351,38565897,-,1,2,BTBD9,0.52,2.76,2.408084738637077,1,2,3,- sites
chr6,42235891,42237586,-,3,3,TRERF1,3.07,6.08,0.9858326680734063,0,1,3,- sites
chr6,42541471,42562042,+,1,3,UBR2,6.76,8.93,0.40163692883903845,1.584962500721156,1,2,- sites
chr6,42559888,42583828,+,1,2,UBR2,6.76,8.93,0.40163692883903845,1,1,1.5,- sites
chr6,42571325,42574389,+,1,4,UBR2,6.76,8.93,0.40163692883903845,2,1,2.5,- sites
chr6,42600289,42604932,+,1,2,UBR2,6.76,8.93,0.40163692883903845,1,3,4.5,- sites
chr6,42600289,42610219,+,1,2,UBR2,6.76,8.93,0.40163692883903845,1,7,10.5,+ sites
chr6,42603155,42610219,+,1,2,UBR2,6.76,8.93,0.40163692883903845,1,7,10.5,+ sites
chr6,42778043,42797910,+,1,2,KIAA0240,0,0,0,1,5,7.5,+ sites
chr6,42790533,42797910,+,1,2,KIAA0240,0,0,0,1,5,7.5,+ sites
chr6,42819829,42821476,+,1,2,KIAA0240,0,0,0,1,1,1.5,- sites
chr6,43096714,43100425,+,1,2,PTK7,4.94,3.52,-0.48893561294738047,1,5,7.5,+ sites
chr6,43126554,43127704,+,1,3,PTK7,4.94,3.52,-0.48893561294738047,1.584962500721156,7,14,++ sites
chr6,43495371,43535091,-,1,3,XPO5,35.83,20.22,-0.8253850463077216,1.584962500721156,18,36,+++ sites
chr6,43514307,43516197,-,1,3,XPO5,35.83,20.22,-0.8253850463077216,1.584962500721156,1,2,- sites
chr6,43514307,43528744,-,1,2,XPO5,35.83,20.22,-0.8253850463077216,1,5,7.5,+ sites
chr6,43517225,43535091,-,1,2,XPO5,35.83,20.22,-0.8253850463077216,1,7,10.5,+ sites
chr6,43523572,43535091,-,1,4,XPO5,35.83,20.22,-0.8253850463077216,2,4,10,+ sites
chr6,43555008,43568828,+,1,3,POLH,1.93,4.57,1.2435933177899896,1.584962500721156,9,18,++ sites
chr6,44387185,44397647,+,1,2,CDC5L,37.16,34.63,-0.10172811418542432,1,11,16.5,++ sites
chr6,47251673,47254331,-,16,17,TNFRSF21,19.28,5.37,-1.844111058244549,0.0874628412503394,10,165,+++ sites
chr6,47471015,47522502,+,1,2,CD2AP,40.25,6.79,-2.5675053036446096,1,5,7.5,+ sites
chr6,47522381,47567179,+,1,2,CD2AP,40.25,6.79,-2.5675053036446096,1,6,9,+ sites
chr6,47541799,47547225,+,1,2,CD2AP,40.25,6.79,-2.5675053036446096,1,3,4.5,- sites
chr6,52380803,52381535,-,2,2,TRAM2,7.78,3.43,-1.1815615788133795,0,4,8,+ sites
chr6,53138017,53141054,-,1,2,ELOVL5,88.28,50.09,-0.8175640180217122,1,4,6,+ sites
chr6,56350109,56357887,-,1,2,DST,16.37,17.77,0.11838935955452462,1,7,10.5,+ sites
chr6,56496008,56501450,-,2,2,DST,16.37,17.77,0.11838935955452462,0,12,24,++ sites
chr6,56564450,56569167,-,1,3,DST,16.37,17.77,0.11838935955452462,1.584962500721156,20,40,+++ sites
chr6,56989531,56999668,+,1,2,ZNF451,14.75,13.68,-0.10864672425066804,1,5,7.5,+ sites
chr6,64389900,64395812,+,1,3,PHF3,30.05,22.35,-0.42709015952786766,1.584962500721156,21,42,+++ sites
chr6,64394029,64395812,+,1,2,PHF3,30.05,22.35,-0.42709015952786766,1,20,30,+++ sites
chr6,71185112,71212494,+,1,7,FAM135A,11.08,9.38,-0.24029805353381173,2.807354922057604,19,76,+++ sites
chr6,74310073,74354326,-,1,2,SLC17A5,6.49,3.22,-1.0111577898845214,1,5,7.5,+ sites
chr6,76344422,76373234,+,1,8,SENP6,25.47,23.02,-0.14591112614196422,3,1,4.5,- sites
chr6,76344422,76380436,+,1,5,SENP6,25.47,23.02,-0.14591112614196422,2.321928094887362,2,6,+ sites
chr6,76344422,76388643,+,1,7,SENP6,25.47,23.02,-0.14591112614196422,2.807354922057604,9,36,+++ sites
chr6,76344422,76412788,+,1,2,SENP6,25.47,23.02,-0.14591112614196422,1,15,22.5,++ sites
chr6,76357446,76407233,+,1,2,SENP6,25.47,23.02,-0.14591112614196422,1,12,18,++ sites
chr6,76357446,76412788,+,1,2,SENP6,25.47,23.02,-0.14591112614196422,1,15,22.5,++ sites
chr6,76368977,76380436,+,1,3,SENP6,25.47,23.02,-0.14591112614196422,1.584962500721156,2,4,- sites
chr6,76368977,76388643,+,1,6,SENP6,25.47,23.02,-0.14591112614196422,2.584962500721156,9,31.5,+++ sites
chr6,76372936,76380436,+,1,2,SENP6,25.47,23.02,-0.14591112614196422,1,2,3,- sites
chr6,76412360,76412788,+,3,3,SENP6,25.47,23.02,-0.14591112614196422,0,3,9,+ sites
chr6,76412360,76421132,+,2,3,SENP6,25.47,23.02,-0.14591112614196422,0.5849625007211562,3,7.5,+ sites
chr6,76532498,76551095,+,1,2,MYO6,16.67,18.42,0.14401895710491863,1,1,1.5,- sites
chr6,76550301,76551095,+,1,2,MYO6,16.67,18.42,0.14401895710491863,1,1,1.5,- sites
chr6,79735659,79752720,-,1,2,PHIP,21.47,28.23,0.39490693759091977,1,8,12,++ sites
chr6,79752559,79770535,-,4,19,PHIP,21.47,28.23,0.39490693759091977,2.2479275134435857,13,149.5,+++ sites
chr6,79770194,79770535,-,1,4,PHIP,21.47,28.23,0.39490693759091977,2,12,30,+++ sites
chr6,82882096,82914675,-,1,2,IBTK,19.21,19.76,0.040725427919150674,1,20,30,+++ sites
chr6,82883083,82922510,-,1,2,IBTK,19.21,19.76,0.040725427919150674,1,31,46.5,+++ sites
chr6,82891595,82914675,-,1,3,IBTK,19.21,19.76,0.040725427919150674,1.584962500721156,20,40,+++ sites
chr6,82904195,82911199,-,1,2,IBTK,19.21,19.76,0.040725427919150674,1,6,9,+ sites
chr6,82920530,82921289,-,2,8,IBTK,19.21,19.76,0.040725427919150674,2,11,55,+++ sites
chr6,82920530,82922510,-,4,10,IBTK,19.21,19.76,0.040725427919150674,1.3219280948873624,11,77,+++ sites
chr6,82920530,82941559,-,1,2,IBTK,19.21,19.76,0.040725427919150674,1,26,39,+++ sites
chr6,82922423,82924546,-,1,2,IBTK,19.21,19.76,0.040725427919150674,1,4,6,+ sites
chr6,82922423,82933337,-,1,2,IBTK,19.21,19.76,0.040725427919150674,1,8,12,++ sites
chr6,82923943,82924546,-,3,13,IBTK,19.21,19.76,0.040725427919150674,2.1154772174199357,4,32,+++ sites
chr6,82923943,82927854,-,1,2,IBTK,19.21,19.76,0.040725427919150674,1,8,12,++ sites
chr6,82923943,82930430,-,1,2,IBTK,19.21,19.76,0.040725427919150674,1,8,12,++ sites
chr6,82923943,82941559,-,1,2,IBTK,19.21,19.76,0.040725427919150674,1,15,22.5,++ sites
chr6,82933784,82941559,-,1,3,IBTK,19.21,19.76,0.040725427919150674,1.584962500721156,7,14,++ sites
chr6,82935193,82941559,-,1,7,IBTK,19.21,19.76,0.040725427919150674,2.807354922057604,2,8,+ sites
chr6,83806449,83810605,+,1,2,DOPEY1,5.95,17.09,1.5221908234808335,1,1,1.5,- sites
chr6,83841894,83851765,+,2,3,DOPEY1,5.95,17.09,1.5221908234808335,0.5849625007211562,2,5,+ sites
chr6,86227473,86243518,-,1,3,SNX14,17.53,24.65,0.49176165050573567,1.584962500721156,2,4,- sites
chr6,86267693,86282092,-,1,2,SNX14,17.53,24.65,0.49176165050573567,1,2,3,- sites
chr6,86267693,86284096,-,1,10,SNX14,17.53,24.65,0.49176165050573567,3.321928094887362,2,11,+ sites
chr6,86281854,86284096,-,1,4,SNX14,17.53,24.65,0.49176165050573567,2,2,5,+ sites
chr6,87925620,87928449,+,10,34,ZNF292,10.31,23.94,1.2153788195753936,1.765534746362977,14,308,+++ sites
chr6,87925620,87943245,+,2,8,ZNF292,10.31,23.94,1.2153788195753936,2,14,70,+++ sites
chr6,88231181,88240660,-,1,2,RARS2,36.44,29.81,-0.2897265838108819,1,20,30,+++ sites
chr6,88239259,88251712,-,1,2,RARS2,36.44,29.81,-0.2897265838108819,1,19,28.5,+++ sites
chr6,89479492,89563483,-,1,6,RNGTT,16.33,11.97,-0.4481016386181927,2.584962500721156,2,7,+ sites
chr6,89511282,89563483,-,1,2,RNGTT,16.33,11.97,-0.4481016386181927,1,2,3,- sites
chr6,89511282,89601634,-,1,2,RNGTT,16.33,11.97,-0.4481016386181927,1,2,3,- sites
chr6,89554075,89563483,-,1,2,RNGTT,16.33,11.97,-0.4481016386181927,1,2,3,- sites
chr6,89554075,89614674,-,2,3,RNGTT,16.33,11.97,-0.4481016386181927,0.5849625007211562,2,5,+ sites
chr6,90052042,90053475,-,1,2,UBE2J1,15.69,25.78,0.7164069113935535,1,1,1.5,- sites
chr6,90377732,90398527,-,1,2,MDN1,42.74,4.85,-3.139530255585321,1,9,13.5,++ sites
chr6,90432673,90435115,-,1,2,MDN1,42.74,4.85,-3.139530255585321,1,1,1.5,- sites
chr6,90461149,90472249,-,8,4,MDN1,42.74,4.85,-3.139530255585321,-1,4,24,++ sites
chr6,90491117,90513273,-,1,3,MDN1,42.74,4.85,-3.139530255585321,1.584962500721156,3,6,+ sites
chr6,90571844,90578801,+,1,4,CASP8AP2,11.01,12.94,0.23302314842813862,2,57,142.5,+++ sites
chr6,97679301,97720938,-,1,2,MMS22L,6.61,8.26,0.3214915099117537,1,12,18,++ sites
chr6,97702432,97717868,-,1,3,MMS22L,6.61,8.26,0.3214915099117537,1.584962500721156,3,6,+ sites
chr6,97711210,97720938,-,1,2,MMS22L,6.61,8.26,0.3214915099117537,1,7,10.5,+ sites
chr6,99323290,99375698,-,1,2,FBXL4,4.91,3.39,-0.5344377511783492,1,14,21,++ sites
chr6,99323290,99382755,-,1,2,FBXL4,4.91,3.39,-0.5344377511783492,1,14,21,++ sites
chr6,99347143,99382755,-,2,5,FBXL4,4.91,3.39,-0.5344377511783492,1.3219280948873624,11,38.5,+++ sites
chr6,99374352,99375698,-,1,2,FBXL4,4.91,3.39,-0.5344377511783492,1,2,3,- sites
chr6,99823815,99828217,-,1,4,COQ3,20.03,6.91,-1.5354048054244491,2,4,10,+ sites
chr6,99855956,99860615,-,1,2,PNISR,0,0,0,1,5,7.5,+ sites
chr6,101086476,101110412,-,1,2,ASCC3,33.13,11.7,-1.501629673610248,1,11,16.5,++ sites
chr6,101163337,101173579,-,2,2,ASCC3,33.13,11.7,-1.501629673610248,0,11,22,++ sites
chr6,101214440,101253756,-,1,2,ASCC3,33.13,11.7,-1.501629673610248,1,3,4.5,- sites
chr6,101246588,101296583,-,1,2,ASCC3,33.13,11.7,-1.501629673610248,1,1,1.5,- sites
chr6,105563560,105573453,-,1,2,BVES,1.48,1.67,0.17425092684510232,1,1,1.5,- sites
chr6,108222573,108246136,-,1,3,SEC63,27.78,25.87,-0.10276654529665154,1.584962500721156,5,10,+ sites
chr6,108225832,108246136,-,1,11,SEC63,27.78,25.87,-0.10276654529665154,3.4594316186372973,1,6,+ sites
chr6,108984657,108986092,+,1,2,FOXO3,5.32,7.67,0.5278003320017438,1,19,28.5,+++ sites
chr6,109740389,109757402,-,1,2,PPIL6,0.12,1.58,3.718818247455947,1,7,10.5,+ sites
chr6,110959851,110991744,-,1,3,CDK19,1.73,16.58,3.260600063859026,1.584962500721156,2,4,- sites
chr6,110988636,111067404,-,1,5,CDK19,1.73,16.58,3.260600063859026,2.321928094887362,2,6,+ sites
chr6,110988636,111095140,-,1,3,CDK19,1.73,16.58,3.260600063859026,1.584962500721156,18,36,+++ sites
chr6,111208707,111211559,+,19,18,AMD1,105.75,34.32,-1.6235362053951288,-0.07800251200127321,7,129.5,+++ sites
chr6,111628563,111643881,-,1,2,REV3L,3.01,15.5,2.364432823401898,1,3,4.5,- sites
chr6,111632271,111652987,-,1,3,REV3L,3.01,15.5,2.364432823401898,1.584962500721156,6,12,++ sites
chr6,111632271,111654570,-,1,2,REV3L,3.01,15.5,2.364432823401898,1,6,9,+ sites
chr6,111670420,111689231,-,1,2,REV3L,3.01,15.5,2.364432823401898,1,25,37.5,+++ sites
chr6,111708967,111737675,-,1,2,REV3L,3.01,15.5,2.364432823401898,1,20,30,+++ sites
chr6,111708967,111793343,-,1,5,REV3L,3.01,15.5,2.364432823401898,2.321928094887362,147,441,+++ sites
chr6,111726672,111737675,-,1,4,REV3L,3.01,15.5,2.364432823401898,2,20,50,+++ sites
chr6,111726672,111793343,-,1,4,REV3L,3.01,15.5,2.364432823401898,2,147,367.5,+++ sites
chr6,112017479,112029223,-,1,2,FYN,20.56,46.33,1.1721064178393932,1,2,3,- sites
chr6,116427406,116439108,+,1,2,NT5DC1,27.91,4.83,-2.530687030230294,1,4,6,+ sites
chr6,116966876,116982009,-,1,3,ZUFSP,11.96,8.83,-0.43773204654963904,1.584962500721156,2,4,- sites
chr6,117010482,117026323,+,1,4,KPNA5,5.46,11.98,1.1336550518689334,2,11,27.5,+++ sites
chr6,117013217,117047785,+,1,3,KPNA5,5.46,11.98,1.1336550518689334,1.584962500721156,11,22,++ sites
chr6,117019866,117026323,+,2,5,KPNA5,5.46,11.98,1.1336550518689334,1.3219280948873624,11,38.5,+++ sites
chr6,117019866,117037481,+,1,2,KPNA5,5.46,11.98,1.1336550518689334,1,11,16.5,++ sites
chr6,128297801,128312030,-,1,2,PTPRK,18.26,7.9,-1.2087622069197568,1,3,4.5,- sites
chr6,128326228,128505870,-,1,2,PTPRK,18.26,7.9,-1.2087622069197568,1,12,18,++ sites
chr6,128643183,128643455,-,1,3,PTPRK,18.26,7.9,-1.2087622069197568,1.584962500721156,3,6,+ sites
chr6,128643183,128718833,-,1,4,PTPRK,18.26,7.9,-1.2087622069197568,2,4,10,+ sites
chr6,134301219,134305809,+,2,2,TBPL1,31.36,24,-0.3858911536193274,0,9,18,++ sites
chr6,135360710,135363264,-,3,5,hsa_circ_001652,12.83,7.49,-0.7764835466309314,0.7369655941662062,1,4,- sites
chr6,136599002,136603825,-,1,2,BCLAF1,76.73,59.44,-0.368356639024068,1,4,6,+ sites
chr6,137015277,137019820,-,1,2,MAP3K5,1.8,0.37,-2.282399730700725,1,5,7.5,+ sites
chr6,138794442,138817508,-,1,3,NHSL1,2.08,3.85,0.8882749174411716,1.584962500721156,3,6,+ sites
chr6,139262471,139265759,-,1,2,REPS1,23.37,19.08,-0.2925965627773141,1,7,10.5,+ sites
chr6,139262471,139266834,-,1,2,REPS1,23.37,19.08,-0.2925965627773141,1,7,10.5,+ sites
chr6,139264649,139265759,-,5,16,REPS1,23.37,19.08,-0.2925965627773141,1.6780719051126378,1,10.5,+ sites
chr6,142487364,142491558,+,1,3,VTA1,35.31,32.11,-0.13705415603383062,1.584962500721156,4,8,+ sites
chr6,142487364,142510671,+,1,2,VTA1,35.31,32.11,-0.13705415603383062,1,4,6,+ sites
chr6,143085935,143158184,-,1,2,HIVEP2,2.29,7.57,1.7249457018887877,1,44,66,+++ sites
chr6,144086397,144128270,+,1,2,PHACTR2,12.08,2.36,-2.355761689963238,1,3,4.5,- sites
chr6,144768346,144780490,+,1,2,UTRN,15.65,8.74,-0.8404574723193823,1,3,4.5,- sites
chr6,144772505,144780490,+,1,4,UTRN,15.65,8.74,-0.8404574723193823,2,1,2.5,- sites
chr6,144808683,144814592,+,3,10,UTRN,15.65,8.74,-0.8404574723193823,1.7369655941662063,1,6.5,+ sites
chr6,144832079,144844324,+,1,2,UTRN,15.65,8.74,-0.8404574723193823,1,5,7.5,+ sites
chr6,144835044,144838084,+,1,2,UTRN,15.65,8.74,-0.8404574723193823,1,2,3,- sites
chr6,144858717,144864006,+,1,2,UTRN,15.65,8.74,-0.8404574723193823,1,1,1.5,- sites
chr6,144858717,144878447,+,1,2,UTRN,15.65,8.74,-0.8404574723193823,1,4,6,+ sites
chr6,145103057,145124283,+,2,5,UTRN,15.65,8.74,-0.8404574723193823,1.3219280948873624,4,14,++ sites
chr6,146231583,146276490,-,1,2,SHPRH,11.55,10.86,-0.08886874849905856,1,3,4.5,- sites
chr6,146240483,146254314,-,1,4,SHPRH,11.55,10.86,-0.08886874849905856,2,2,5,+ sites
chr6,149691044,149700654,+,1,3,TAB2,36,25.36,-0.5054421610776298,1.584962500721156,38,76,+++ sites
chr6,149699153,149700654,+,1,4,TAB2,36,25.36,-0.5054421610776298,2,38,95,+++ sites
chr6,149833290,149862722,-,1,6,PPIL4,19.51,19.96,0.03289794272823424,2.584962500721156,1,3.5,- sites
chr6,149997395,150001593,-,1,4,LATS1,7.64,10.4,0.44493898499270595,2,7,17.5,++ sites
chr6,149997395,150016357,-,1,5,LATS1,7.64,10.4,0.44493898499270595,2.321928094887362,27,81,+++ sites
chr6,150016209,150023402,-,1,2,LATS1,7.64,10.4,0.44493898499270595,1,8,12,++ sites
chr6,150018227,150023402,-,1,2,LATS1,7.64,10.4,0.44493898499270595,1,8,12,++ sites
chr6,150092297,150114805,+,2,2,PCMT1,51.55,51.48,-0.0019603740347690054,0,3,6,+ sites
chr6,150092297,150117636,+,1,3,PCMT1,51.55,51.48,-0.0019603740347690054,1.584962500721156,3,6,+ sites
chr6,151203897,151206870,+,1,3,MTHFD1L,32.48,7.07,-2.1997695123757772,1.584962500721156,5,10,+ sites
chr6,155095122,155116273,+,1,38,SCAF8,24.17,22.67,-0.09243308202479666,5.247927513443585,20,390,+++ sites
chr6,155108994,155114110,+,1,6,SCAF8,24.17,22.67,-0.09243308202479666,2.584962500721156,19,66.5,+++ sites
chr6,155108994,155116273,+,1,6,SCAF8,24.17,22.67,-0.09243308202479666,2.584962500721156,20,70,+++ sites
chr6,155411422,155451551,+,1,2,TIAM2,2.04,3.69,0.8550516640889004,1,6,9,+ sites
chr6,155448623,155451551,+,1,2,TIAM2,2.04,3.69,0.8550516640889004,1,6,9,+ sites
chr6,157222509,157256710,+,1,3,ARID1B,4.37,6.97,0.6735253763678246,1.584962500721156,1,2,- sites
chr6,157357968,157406039,+,5,26,ARID1B,4.37,6.97,0.6735253763678246,2.37851162325373,22,341,+++ sites
chr6,157357968,157431695,+,7,8,ARID1B,4.37,6.97,0.6735253763678246,0.19264507794239583,24,180,+++ sites
chr6,157405795,157431695,+,4,15,ARID1B,4.37,6.97,0.6735253763678246,1.9068905956085185,3,28.5,+++ sites
chr6,157405795,157454341,+,3,2,ARID1B,4.37,6.97,0.6735253763678246,-0.5849625007211563,4,10,+ sites
chr6,157405795,157470085,+,1,2,ARID1B,4.37,6.97,0.6735253763678246,1,6,9,+ sites
chr6,157431605,157454341,+,1,5,ARID1B,4.37,6.97,0.6735253763678246,2.321928094887362,3,9,+ sites
chr6,157469757,157488319,+,1,2,ARID1B,4.37,6.97,0.6735253763678246,1,9,13.5,++ sites
chr6,158288578,158296208,+,1,3,SNX9,12.21,5.69,-1.1015626426808212,1.584962500721156,5,10,+ sites
chr6,158327159,158348246,+,1,2,SNX9,12.21,5.69,-1.1015626426808212,1,26,39,+++ sites
chr6,158349630,158357072,+,1,2,SNX9,12.21,5.69,-1.1015626426808212,1,1,1.5,- sites
chr6,158994451,159010814,+,7,4,TMEM181,13.47,18.37,0.44760177564904624,-0.8073549220576042,1,5.5,+ sites
chr6,158994451,159029782,+,2,2,TMEM181,13.47,18.37,0.44760177564904624,0,14,28,+++ sites
chr6,159001971,159006457,+,1,3,TMEM181,13.47,18.37,0.44760177564904624,1.584962500721156,1,2,- sites
chr6,159001971,159010814,+,7,16,TMEM181,13.47,18.37,0.44760177564904624,1.1926450779423958,1,11.5,++ sites
chr6,159026298,159029782,+,1,3,TMEM181,13.47,18.37,0.44760177564904624,1.584962500721156,13,26,+++ sites
chr6,160188036,160189660,+,1,2,ACAT2,109.05,82.28,-0.4063760710031789,1,2,3,- sites
chr6,160467529,160469575,+,1,3,IGF2R,15.91,10.32,-0.6244908649077935,1.584962500721156,2,4,- sites
chr6,160479937,160484662,+,1,2,IGF2R,15.91,10.32,-0.6244908649077935,1,9,13.5,++ sites
chr6,161455290,161471011,+,10,10,MAP3K4,15.64,10.54,-0.5693656456701379,0,13,130,+++ sites
chr6,161491639,161536334,+,1,2,MAP3K4,15.64,10.54,-0.5693656456701379,1,11,16.5,++ sites
chr6,167435896,167458064,+,2,4,FGFR1OP,0.07,0.15,1.0995356735509143,1,1,3,- sites
chr6,168265230,168281197,+,1,2,MLLT4,18.97,36.98,0.9630255459927202,1,10,15,++ sites
chr6,168271062,168290006,+,1,5,MLLT4,18.97,36.98,0.9630255459927202,2.321928094887362,7,21,++ sites
chr6,168271065,168290006,+,1,2,MLLT4,18.97,36.98,0.9630255459927202,1,7,10.5,+ sites
chr6,168271065,168291709,+,1,2,MLLT4,18.97,36.98,0.9630255459927202,1,7,10.5,+ sites
chr6,168289894,168303066,+,1,2,MLLT4,18.97,36.98,0.9630255459927202,1,9,13.5,++ sites
chr6,168291541,168303066,+,1,2,MLLT4,18.97,36.98,0.9630255459927202,1,9,13.5,++ sites
chr6,169982931,170062520,-,1,2,WDR27,2.86,5.09,0.831650509297306,1,1,1.5,- sites
chr6,170159933,170168267,+,1,5,C6orf70,0,0,0,2.321928094887362,1,3,- sites
chr6,170626457,170628212,+,1,3,FAM120B,5.94,10.91,0.8771162655228413,1.584962500721156,2,4,- sites
chr6,170626457,170632347,+,1,3,FAM120B,5.94,10.91,0.8771162655228413,1.584962500721156,2,4,- sites
chr6,170626457,170639638,+,2,12,FAM120B,5.94,10.91,0.8771162655228413,2.584962500721156,2,14,++ sites
chr6,170626457,170657411,+,1,4,FAM120B,5.94,10.91,0.8771162655228413,2,11,27.5,+++ sites
chr6,170846321,170858201,-,1,11,PSMB1,174.04,74.62,-1.2217846567237494,3.4594316186372973,9,54,+++ sites
chr6,170852688,170858201,-,1,5,PSMB1,174.04,74.62,-1.2217846567237494,2.321928094887362,6,18,++ sites
chr7,897464,901101,+,1,2,SUN1,16.55,21.63,0.3862024482673986,1,2,3,- sites
chr7,2269618,2270359,-,1,3,MAD1L1,0.63,0.93,0.561878887608115,1.584962500721156,1,2,- sites
chr7,2269618,2270362,-,3,8,MAD1L1,0.63,0.93,0.561878887608115,1.4150374992788437,1,5.5,+ sites
chr7,2402279,2402762,+,2,2,EIF3B,81.17,22.28,-1.8651973808356148,0,1,2,- sites
chr7,2403266,2404164,+,2,2,EIF3B,81.17,22.28,-1.8651973808356148,0,2,4,- sites
chr7,4794089,4796818,+,1,2,FOXK1,0.75,3.12,2.0565835283663674,1,3,4.5,- sites
chr7,5256193,5256818,+,1,4,WIPI2,7.44,6.03,-0.30314461920794666,2,2,5,+ sites
chr7,5643126,5643661,+,1,2,FSCN1,4.13,5.57,0.43153554592058646,1,3,4.5,- sites
